"ENTITY_CD","ENTITY_NAME","YEAR","NUM_ELL","PER_ELL","NUM_AM_IND","PER_AM_IND","NUM_BLACK","PER_BLACK","NUM_HISP","PER_HISP","NUM_ASIAN","PER_ASIAN","NUM_WHITE","PER_WHITE","NUM_Multi","PER_Multi","NUM_SWD","PER_SWD","NUM_FEMALE","PER_FEMALE","NUM_MALE","PER_MALE","NUM_ECDIS","PER_ECDIS","NUM_MIGRANT","PER_MIGRANT","NUM_HOMELESS","PER_HOMELESS","NUM_FOSTER","PER_FOSTER","NUM_ARMED","PER_ARMED"
"261401060005","MENDON CENTER ELEMENTARY SCHOOL","2016","11","2","0","0","15","2","44","6","119","17","477","68","47","7",59,8,362,52,340,48,16,2,,,,,,,,
"261401060006","PITTSFORD SUTHERLAND HIGH SCHOOL","2016","7","1","0","0","38","4","38","4","95","10","741","79","21","2",86,9,489,52,444,48,39,4,,,,,,,,
"261401060008","BARKER ROAD MIDDLE SCHOOL","2016","0","0","0","0","23","3","33","4","87","11","592","78","28","4",79,10,397,52,366,48,26,3,,,,,,,,
"261401060009","THORNELL ROAD SCHOOL","2016","0","0","1","0","12","3","13","3","26","6","336","83","19","5",48,12,181,44,226,56,15,4,,,,,,,,
"261401060010","PITTSFORD-MENDON HIGH SCHOOL","2016","1","0","0","0","34","3","63","6","108","11","765","77","28","3",90,9,516,52,482,48,30,3,,,,,,,,
"261401060011","CALKINS ROAD MIDDLE SCHOOL","2016","11","2","0","0","19","3","39","6","77","11","516","76","24","4",81,12,342,51,333,49,29,4,,,,,,,,
"261501060000","CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT","2016","45","1","5","0","288","7","214","6","88","2","3122","81","128","3",452,12,1867,49,1978,51,1168,30,,,,,,,,
"261501060002","CHESTNUT RIDGE ELEMENTARY SCHOOL","2016","18","3","3","1","46","9","36","7","19","4","391","74","34","6",46,9,247,47,282,53,156,29,,,,,,,,
"261501060003","CHURCHVILLE ELEMENTARY SCHOOL","2016","0","0","0","0","21","6","24","6","2","1","318","83","16","4",37,10,197,52,184,48,160,42,,,,,,,,
"261501060004","CHURCHVILLE-CHILI SENIOR HIGH SCHOOL","2016","8","1","1","0","107","8","62","5","41","3","1036","82","21","2",160,13,623,49,645,51,356,28,,,,,,,,
"261501060006","FAIRBANKS ROAD ELEMENTARY SCHOOL","2016","13","3","0","0","22","5","27","6","6","1","400","84","24","5",40,8,223,47,256,53,130,27,,,,,,,,
"261501060008","CHURCHVILLE-CHILI MIDDLE SCHOOL","2016","6","1","1","0","92","8","65","5","20","2","977","82","33","3",169,14,577,49,611,51,366,31,,,,,,,,
"261600010000","ROCHESTER CITY SCHOOL DISTRICT","2016","3648","13","60","0","16070","58","7623","28","1053","4","2712","10","34","0",5472,20,13378,49,14174,51,24975,91,,,,,,,,
"261600010001","SCHOOL 1-MARTIN B ANDERSON","2016","16","5","1","0","221","73","44","14","4","1","33","11","1","0",46,15,158,52,146,48,272,89,,,,,,,,
"261600010002","SCHOOL 2-CLARA BARTON","2016","10","3","1","0","291","80","50","14","6","2","18","5","0","0",78,21,186,51,180,49,350,96,,,,,,,,
"261600010003","SCHOOL 3-NATHANIEL ROCHESTER","2016","49","7","2","0","518","78","66","10","30","5","48","7","1","0",92,14,315,47,350,53,619,93,,,,,,,,
"261600010004","SCHOOL 4-GEORGE MATHER FORBES","2016","41","8","1","0","383","78","66","13","10","2","32","6","2","0",162,33,266,54,228,46,481,97,,,,,,,,
"261600010005","SCHOOL 5-JOHN WILLIAMS","2016","156","25","3","0","291","46","137","22","136","22","61","10","1","0",81,13,301,48,328,52,608,97,,,,,,,,
"261600010007","SCHOOL 7-VIRGIL GRISSOM","2016","55","9","0","0","359","61","131","22","31","5","70","12","1","0",125,21,266,45,326,55,569,96,,,,,,,,
"261600010008","SCHOOL 8-ROBERTO CLEMENTE","2016","50","8","3","0","371","61","192","31","8","1","37","6","1","0",101,17,295,48,317,52,598,98,,,,,,,,
"261600010009","SCHOOL 9-DR MARTIN LUTHER KING JR","2016","266","38","0","0","231","33","466","66","2","0","8","1","0","0",124,18,320,45,387,55,687,97,,,,,,,,
"261600010010","DR WALTER COOPER ACADEMY","2016","19","5","2","1","262","74","57","16","4","1","28","8","0","0",75,21,159,45,194,55,311,88,,,,,,,,
"261600010012","SCHOOL 12-JAMES P B DUFFY","2016","112","17","1","0","362","54","194","29","17","3","90","14","1","0",100,15,357,54,308,46,579,87,,,,,,,,
"261600010015","SCHOOL 15-CHILDREN'S SCHOOL OF ROCHESTER (THE)","2016","134","46","0","0","108","37","37","13","106","36","41","14","0","0",28,10,155,53,137,47,258,88,,,,,,,,
"261600010016","SCHOOL 16-JOHN WALTON SPENCER","2016","46","8","0","0","427","77","75","14","11","2","38","7","1","0",100,18,263,48,289,52,528,96,,,,,,,,
"261600010017","SCHOOL 17-ENRICO FERMI","2016","185","30","2","0","252","40","322","52","6","1","40","6","2","0",88,14,300,48,324,52,608,97,,,,,,,,
"261600010019","SCHOOL 19-DR CHARLES T LUNSFORD","2016","10","3","0","0","312","86","35","10","1","0","16","4","0","0",85,23,157,43,207,57,349,96,,,,,,,,
"261600010020","SCHOOL 20-HENRY LOMB SCHOOL","2016","18","5","0","0","210","59","129","36","4","1","11","3","0","0",79,22,155,44,199,56,345,97,,,,,,,,
"261600010022","SCHOOL 22-LINCOLN SCHOOL","2016","162","30","1","0","214","39","309","56","0","0","24","4","0","0",106,19,263,48,285,52,535,98,,,,,,,,
"261600010023","SCHOOL 23-FRANCIS PARKER","2016","12","4","0","0","138","46","37","12","14","5","108","36","0","0",58,20,139,47,158,53,193,65,,,,,,,,
"261600010025","SCHOOL 25-NATHANIEL HAWTHORNE","2016","14","4","0","0","177","55","106","33","2","1","36","11","1","0",131,41,133,41,189,59,304,94,,,,,,,,
"261600010028","SCHOOL 28-HENRY HUDSON","2016","215","31","1","0","247","35","412","59","4","1","39","6","0","0",150,21,329,47,374,53,644,92,,,,,,,,
"261600010029","SCHOOL 29-ADLAI E STEVENSON","2016","13","4","0","0","276","77","57","16","2","1","22","6","1","0",120,34,161,45,197,55,345,96,,,,,,,,
"261600010033","SCHOOL 33-AUDUBON","2016","116","11","0","0","572","55","404","39","5","0","52","5","1","0",216,21,486,47,548,53,974,94,,,,,,,,
"261600010034","SCHOOL 34-DR LOUIS A CERULLI","2016","28","6","1","0","250","57","100","23","17","4","74","17","0","0",84,19,214,48,228,52,415,94,,,,,,,,
"261600010035","SCHOOL 35-PINNACLE","2016","200","44","1","0","174","38","241","53","4","1","35","8","0","0",68,15,231,51,224,49,431,95,,,,,,,,
"261600010039","SCHOOL 39-ANDREW J TOWNSON","2016","25","4","0","0","369","63","178","30","3","1","38","6","2","0",117,20,280,47,310,53,567,96,,,,,,,,
"261600010041","SCHOOL 41-KODAK PARK","2016","32","6","0","0","310","61","106","21","23","5","71","14","0","0",70,14,239,47,271,53,471,92,,,,,,,,
"261600010042","SCHOOL 42-ABELARD REYNOLDS","2016","24","5","0","0","207","45","101","22","10","2","139","30","0","0",102,22,222,49,235,51,373,82,,,,,,,,
"261600010043","SCHOOL 43-THEODORE ROOSEVELT","2016","44","9","3","1","294","59","100","20","25","5","77","15","0","0",114,23,230,46,269,54,473,95,,,,,,,,
"261600010044","SCHOOL 44-LINCOLN PARK","2016","8","4","1","0","172","83","17","8","6","3","12","6","0","0",38,18,104,50,104,50,198,95,,,,,,,,
"261600010045","SCHOOL 45-MARY MCLEOD BETHUNE","2016","30","5","0","0","370","64","167","29","5","1","33","6","0","0",132,23,269,47,306,53,553,96,,,,,,,,
"261600010046","SCHOOL 46-CHARLES CARROLL","2016","24","8","0","0","166","55","73","24","5","2","59","19","1","0",87,29,155,51,149,49,247,81,,,,,,,,
"261600010050","SCHOOL 50-HELEN BARRETT MONTGOMERY","2016","160","24","3","0","327","48","186","27","96","14","63","9","2","0",133,20,316,47,361,53,629,93,,,,,,,,
"261600010052","SCHOOL 52-FRANK FOWLER DOW","2016","10","3","0","0","193","57","59","18","6","2","79","23","0","0",58,17,158,47,179,53,281,83,,,,,,,,
"261600010053","SCHOOL 53 MONTESSORI ACADEMY","2016","9","4","1","0","148","64","44","19","6","3","31","13","1","0",23,10,120,52,111,48,187,81,,,,,,,,
"261600010054","SCHOOL 54-FLOWER CITY COMMUNITY SCHOOL","2016","26","6","0","0","288","69","85","20","9","2","34","8","0","0",100,24,206,50,210,50,401,96,,,,,,,,
"261600010057","SCHOOL 57-EARLY CHILDHOOD SCHOOL","2016","5","3","0","0","121","68","34","19","2","1","21","12","0","0",32,18,85,48,93,52,172,97,,,,,,,,
"261600010058","SCHOOL 58-WORLD OF INQUIRY SCHOOL","2016","63","7","4","0","604","69","134","15","32","4","100","11","1","0",173,20,445,51,430,49,681,78,,,,,,,,
"261600010060","CHARLOTTE HIGH SCHOOL","2016","15","10","0","0","94","61","39","25","6","4","16","10","0","0",31,20,79,51,76,49,139,90,,,,,,,,
"261600010061","EAST HIGH SCHOOL","2016","198","20","2","0","514","53","325","33","63","6","71","7","4","0",187,19,465,47,514,53,883,90,,,,,,,,
"261600010066","JAMES MONROE HIGH SCHOOL","2016","325","31","2","0","420","40","569","54","13","1","48","5","1","0",214,20,560,53,493,47,996,95,,,,,,,,
"261600010067","JOSEPH C WILSON MAGNET HIGH SCHOOL","2016","43","6","1","0","573","75","75","10","42","5","78","10","0","0",154,20,415,54,354,46,628,82,,,,,,,,
"261600010068","JOSEPH C WILSON FOUNDATION ACADEMY","2016","24","5","0","0","365","71","84","16","20","4","42","8","0","0",84,16,251,49,260,51,467,91,,,,,,,,
"261600010069","SCHOOL WITHOUT WALLS","2016","14","6","1","0","141","56","64","26","13","5","31","12","0","0",28,11,165,66,85,34,221,88,,,,,,,,
"261600010073","NORTHEAST COLLEGE PREPARATORY HIGH SCHOOL","2016","63","9","3","0","490","67","178","24","7","1","51","7","0","0",172,24,380,52,349,48,643,88,,,,,,,,
"261600010074","SCHOOL OF THE ARTS","2016","31","3","6","1","571","50","270","24","38","3","256","22","1","0",119,10,699,61,443,39,797,70,,,,,,,,
"261600010089","NORTHWEST COLLEGE PREPARATORY HIGH SCHOOL","2016","19","9","0","0","122","60","71","35","1","0","11","5","0","0",37,18,101,49,104,51,191,93,,,,,,,,
"261600010095","ROBERT BROWN SCHOOL OF CONSTRUCTION AND DESIGN","2016","200","12","4","0","1080","65","377","23","85","5","127","8","1","0",444,27,792,47,882,53,1533,92,,,,,,,,
"261600010097","VANGUARD COLLEGIATE HIGH SCHOOL","2016","76","15","3","1","307","59","129","25","32","6","53","10","0","0",133,25,288,55,236,45,471,90,,,,,,,,
"261600010101","INTEGRATED ARTS AND TECHNOLOGY HIGH SCHOOL","2016","111","18","1","0","305","48","212","34","30","5","82","13","1","0",154,24,321,51,310,49,562,89,,,,,,,,
"261600010102","ROCHESTER EARLY COLLEGE INTERNATIONAL HIGH SCHOOL","2016","32","9","0","0","236","67","53","15","28","8","35","10","0","0",51,14,224,64,128,36,310,88,,,,,,,,
"261600010103","LEADERSHIP ACADEMY FOR YOUNG MEN","2016","41","7","2","0","414","72","99","17","9","2","51","9","0","0",119,21,0,0,575,100,518,90,,,,,,,,
"261600010105","EAST LOWER SCHOOL","2016","69","17","3","1","223","54","127","31","14","3","42","10","5","1",69,17,200,48,214,52,380,92,,,,,,,,
"261600860705","TRUE NORTH ROCHESTER PREP CHARTER SCHOOL-WEST CAMPUS","2016","6","1","0","0","567","83","89","13","3","0","28","4","0","0",61,9,346,50,341,50,576,84,,,,,,,,
"261600860811","EUGENIO MARIA DE HOSTOS CHARTER SCHOOL","2016","38","9","0","0","117","28","280","67","1","0","16","4","1","0",20,5,226,54,189,46,303,73,,,,,,,,
"261600860826","GENESEE COMMUNITY CHARTER SCHOOL","2016","3","1","0","0","34","16","19","9","5","2","145","66","16","7",19,9,114,52,105,48,68,31,,,,,,,,
"261600860877","URBAN CHOICE CHARTER SCHOOL","2016","8","2","1","0","280","70","70","18","1","0","24","6","22","6",46,12,186,47,212,53,315,79,,,,,,,,
"261600860906","TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL (THE)","2016","6","1","0","0","832","91","57","6","2","0","20","2","0","0",88,10,461,51,450,49,825,91,,,,,,,,
"261600860910","ROCHESTER ACADEMY CHARTER SCHOOL","2016","21","6","0","0","240","65","40","11","5","1","87","23","0","0",39,10,225,60,147,40,351,94,,,,,,,,
"261600860985","UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN","2016","4","1","2","0","350","78","46","10","6","1","35","8","7","2",55,12,0,0,446,100,390,87,,,,,,,,
"261600861019","ROCHESTER CAREER MENTORING CHARTER SCHOOL","2016","6","3","0","0","172","74","47","20","0","0","5","2","7","3",21,9,148,64,83,36,222,96,,,,,,,,
"261600861020","YOUNG WOMEN'S COLLEGE PREP CHARTER SCHOOL OF ROCHESTER","2016","13","5","0","0","160","63","55","22","2","1","19","7","19","7",20,8,255,100,0,0,204,80,,,,,,,,
"261600861069","VERTUS CHARTER SCHOOL","2016","0","0","0","0","111","81","16","12","0","0","10","7","0","0",26,19,0,0,137,100,135,99,,,,,,,,
"261600861071","PUC ACHIEVE CHARTER SCHOOL","2016","4","2","2","1","125","66","52","28","1","1","9","5","0","0",17,9,101,53,88,47,169,89,,,,,,,,
"261701060000","RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT","2016","280","5","14","0","780","15","345","6","609","11","3395","63","204","4",466,9,2658,50,2689,50,2076,39,,,,,,,,
"261701060002","ETHEL K FYLE ELEMENTARY SCHOOL","2016","53","11","2","0","63","13","29","6","74","16","280","60","19","4",34,7,225,48,242,52,218,47,,,,,,,,
"261701060004","MONICA B LEARY ELEMENTARY SCHOOL","2016","22","4","0","0","84","13","37","6","37","6","418","67","47","8",50,8,290,47,333,53,174,28,,,,,,,,
"261701060005","DAVID B CRANE ELEMENTARY SCHOOL","2016","45","10","1","0","46","10","44","10","83","18","247","55","32","7",40,9,226,50,227,50,203,45,,,,,,,,
"261701060006","FLOYD S WINSLOW ELEMENTARY SCHOOL","2016","64","12","1","0","73","14","27","5","60","11","348","65","26","5",31,6,261,49,274,51,257,48,,,,,,,,
"261701060009","NINTH GRADE ACADEMY","2016","10","3","1","0","58","15","27","7","33","9","257","67","7","2",25,7,202,53,181,47,128,33,,,,,,,,
"261701060012","EMMA E SHERMAN ELEMENTARY SCHOOL","2016","23","5","1","0","28","7","30","7","38","9","297","69","34","8",40,9,208,49,220,51,135,32,,,,,,,,
"261701060013","RUSH-HENRIETTA SENIOR HIGH SCHOOL","2016","37","3","3","0","213","17","77","6","143","11","805","64","18","1",122,10,614,49,645,51,477,38,,,,,,,,
"261701060014","CHARLES H ROTH MIDDLE SCHOOL","2016","13","2","4","1","122","18","50","7","77","11","427","62","11","2",72,10,357,52,334,48,278,40,,,,,,,,
"261701060015","HENRY V BURGER MIDDLE SCHOOL","2016","13","3","1","0","93","18","24","5","64","13","316","62","10","2",52,10,275,54,233,46,206,41,,,,,,,,
"261801060000","BROCKPORT CENTRAL SCHOOL DISTRICT","2016","28","1","6","0","143","4","235","7","42","1","2787","83","149","4",424,13,1616,48,1746,52,1530,46,,,,,,,,
"261801060002","GINTHER ELEMENTARY SCHOOL","2016","11","2","2","0","13","3","39","8","2","0","392","83","26","5",59,12,233,49,241,51,236,50,,,,,,,,
"261801060003","BROCKPORT HIGH SCHOOL","2016","2","0","1","0","65","6","61","5","12","1","953","85","35","3",137,12,525,47,602,53,479,43,,,,,,,,
"261801060004","BARCLAY ELEMENTARY SCHOOL","2016","9","2","1","0","12","3","40","8","7","1","388","82","23","5",59,13,221,47,250,53,220,47,,,,,,,,
"261801060005","A D OLIVER MIDDLE SCHOOL","2016","3","0","2","0","35","4","54","7","9","1","659","83","38","5",96,12,397,50,400,50,351,44,,,,,,,,
"261801060006","FRED W HILL SCHOOL","2016","3","1","0","0","18","4","41","8","12","2","395","80","27","5",73,15,240,49,253,51,244,49,,,,,,,,
"261901060000","WEBSTER CENTRAL SCHOOL DISTRICT","2016","140","2","10","0","276","3","433","5","302","4","7158","86","175","2",735,9,4113,49,4241,51,1600,19,,,,,,,,
"261901060002","DEWITT ROAD ELEMENTARY SCHOOL","2016","0","0","0","0","5","1","19","4","4","1","456","91","16","3",31,6,257,51,243,49,83,17,,,,,,,,
"261901060003","KLEM ROAD NORTH ELEMENTARY SCHOOL","2016","1","0","0","0","6","1","13","3","9","2","422","92","11","2",29,6,211,46,250,54,43,9,,,,,,,,
"261901060004","PLANK ROAD NORTH ELEMENTARY SCHOOL","2016","12","2","2","0","20","4","30","6","21","4","446","83","20","4",23,4,253,47,286,53,139,26,,,,,,,,
"261901060006","STATE ROAD ELEMENTARY SCHOOL","2016","18","3","0","0","23","4","31","6","12","2","451","85","15","3",33,6,259,49,273,51,144,27,,,,,,,,
"261901060007","SPRY MIDDLE SCHOOL","2016","15","1","2","0","34","3","67","6","42","4","889","85","12","1",114,11,488,47,558,53,229,22,,,,,,,,
"261901060009","WEBSTER-SCHROEDER HIGH SCHOOL","2016","14","1","1","0","70","5","61","4","60","4","1157","85","19","1",154,11,689,50,679,50,278,20,,,,,,,,
"261901060010","WILLINK MIDDLE SCHOOL","2016","2","0","2","0","20","2","39","4","23","2","854","90","13","1",97,10,458,48,493,52,152,16,,,,,,,,
"261901060011","PLANK ROAD SOUTH ELEMENTARY SCHOOL","2016","12","2","0","0","18","3","34","6","29","5","497","83","20","3",24,4,307,51,291,49,62,10,,,,,,,,
"261901060013","KLEM ROAD SOUTH ELEMENTARY SCHOOL","2016","17","3","0","0","28","5","42","8","29","6","402","77","18","3",24,5,285,55,234,45,126,24,,,,,,,,
"261901060014","SCHLEGEL ROAD ELEMENTARY SCHOOL","2016","49","10","2","0","24","5","40","8","46","9","382","75","16","3",58,11,251,49,259,51,157,31,,,,,,,,
"261901060015","THOMAS HIGH SCHOOL","2016","0","0","1","0","28","2","57","4","27","2","1202","90","15","1",148,11,655,49,675,51,187,14,,,,,,,,
"262001040000","WHEATLAND-CHILI CENTRAL SCHOOL DISTRICT","2016","9","1","3","0","100","15","25","4","14","2","502","77","11","2",83,13,341,52,314,48,255,39,,,,,,,,
"262001040003","WHEATLAND-CHILI HIGH SCHOOL","2016","5","1","3","1","56","16","13","4","4","1","273","78","3","1",51,14,187,53,165,47,134,38,,,,,,,,
"262001040004","T J CONNOR ELEMENTARY SCHOOL","2016","4","1","0","0","44","15","12","4","10","3","229","76","8","3",32,11,154,51,149,49,121,40,,,,,,,,
"270100010000","AMSTERDAM CITY SCHOOL DISTRICT","2016","161","4","5","0","207","6","1586","43","36","1","1716","47","106","3",569,16,1777,49,1879,51,2210,60,,,,,,,,
"270100010003","WILLIAM H BARKLEY MICROSOCIETY","2016","13","4","0","0","14","4","117","34","6","2","189","55","17","5",66,19,155,45,188,55,192,56,,,,,,,,
"270100010006","RAPHAEL J MCNULTY ACADEMY FOR INTERN STUDIES & LITERACY","2016","21","4","1","0","20","4","265","56","1","0","160","34","23","5",53,11,235,50,235,50,321,68,,,,,,,,
"270100010009","WILBUR H LYNCH LITERACY ACADEMY","2016","34","4","3","0","55","7","336","42","5","1","389","48","16","2",109,14,387,48,417,52,467,58,,,,,,,,
"270100010010","AMSTERDAM HIGH SCHOOL","2016","45","4","1","0","87","8","432","38","14","1","578","51","13","1",215,19,559,50,566,50,624,55,,,,,,,,
"270100010018","WILLIAM B TECLER ARTS IN EDUCATION","2016","22","5","0","0","17","4","200","43","5","1","225","48","20","4",71,15,233,50,234,50,306,66,,,,,,,,
"270100010019","MARIE CURIE INSTITUTE OF ENGINEERING AND COMMUNICATION","2016","26","6","0","0","14","3","236","53","5","1","175","39","17","4",55,12,208,47,239,53,300,67,,,,,,,,
"270301040000","CANAJOHARIE CENTRAL SCHOOL DISTRICT","2016","3","0","0","0","6","1","6","1","3","0","880","97","10","1",87,10,406,45,499,55,496,55,,,,,,,,
"270301040002","CANAJOHARIE SENIOR HIGH SCHOOL","2016","0","0","0","0","0","0","1","0","0","0","316","100","0","0",40,13,141,44,176,56,153,48,,,,,,,,
"270301040003","CANAJOHARIE MIDDLE SCHOOL","2016","0","0","0","0","2","1","1","1","1","1","194","98","0","0",12,6,86,43,112,57,98,49,,,,,,,,
"270301040004","EAST HILL SCHOOL","2016","3","1","0","0","4","1","4","1","2","1","370","95","10","3",35,9,179,46,211,54,245,63,,,,,,,,
"270601040000","FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT","2016","12","1","4","0","9","1","41","3","13","1","1246","93","22","2",165,12,658,49,677,51,605,45,,,,,,,,
"270601040001","FONDA-FULTONVILLE K-4 SCHOOL","2016","5","1","1","0","1","0","16","3","6","1","439","92","14","3",52,11,241,51,236,49,214,45,,,,,,,,
"270601040002","FONDA-FULTONVILLE SENIOR HIGH SCHOOL","2016","5","1","1","0","5","1","12","3","2","0","381","94","3","1",48,12,203,50,201,50,192,48,,,,,,,,
"270601040003","FONDA-FULTONVILLE 5-8 SCHOOL","2016","2","0","2","0","3","1","13","3","5","1","426","94","5","1",65,14,214,47,240,53,199,44,,,,,,,,
"270701040000","FORT PLAIN CENTRAL SCHOOL DISTRICT","2016","0","0","0","0","13","2","34","5","7","1","650","89","28","4",137,19,357,49,375,51,503,69,,,,,,,,
"270701040001","HARRY HOAG SCHOOL","2016","0","0","0","0","10","2","24","6","4","1","357","87","14","3",79,19,199,49,210,51,298,73,,,,,,,,
"270701040003","FORT PLAIN JUNIOR-SENIOR HIGH SCHOOL","2016","0","0","0","0","3","1","10","3","3","1","293","91","14","4",58,18,158,49,165,51,205,63,,,,,,,,
"271201040000","OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD","2016","0","0","1","0","3","0","13","2","3","0","674","97","3","0",102,15,349,50,348,50,481,69,,,,,,,,
"271201040001","OPPENHEIM-EPHRATAH-ST JOHNSVILLE ELEMENTARY/MIDDLE SCHOOL","2016","0","0","0","0","2","1","8","2","1","0","378","97","1","0",50,13,217,56,173,44,277,71,,,,,,,,
"271201040004","OPPENHEIM-EPHRATAH-ST JOHNSVILLE HIGH SCHOOL","2016","0","0","1","0","1","0","5","2","2","1","296","96","2","1",52,17,132,43,175,57,204,66,,,,,,,,
"280100010000","GLEN COVE CITY SCHOOL DISTRICT","2016","491","15","0","0","305","10","1802","57","120","4","926","29","26","1",510,16,1540,48,1639,52,2026,64,,,,,,,,
"280100010001","DEASY SCHOOL","2016","115","28","0","0","30","7","259","64","13","3","95","24","7","2",59,15,199,49,205,51,285,71,,,,,,,,
"280100010003","CONNOLLY SCHOOL","2016","60","16","0","0","25","7","218","58","15","4","117","31","0","0",57,15,173,46,202,54,237,63,,,,,,,,
"280100010004","GRIBBIN SCHOOL","2016","93","24","0","0","24","6","229","60","10","3","110","29","9","2",38,10,198,52,184,48,252,66,,,,,,,,
"280100010005","LANDING SCHOOL","2016","36","10","0","0","41","12","199","57","12","3","94","27","1","0",52,15,165,48,182,52,232,67,,,,,,,,
"280100010007","GLEN COVE HIGH SCHOOL","2016","122","13","0","0","117","12","510","53","46","5","289","30","6","1",166,17,461,48,507,52,582,60,,,,,,,,
"280100010008","ROBERT M FINLEY MIDDLE SCHOOL","2016","65","9","0","0","68","10","387","55","24","3","221","31","3","0",138,20,344,49,359,51,438,62,,,,,,,,
"280201030000","HEMPSTEAD UNION FREE SCHOOL DISTRICT","2016","2637","35","19","0","2140","29","5058","68","37","0","211","3","23","0",726,10,3545,47,3943,53,5675,76,,,,,,,,
"280201030001","FRANKLIN SCHOOL","2016","239","31","2","0","270","34","475","61","4","1","31","4","1","0",69,9,369,47,414,53,607,78,,,,,,,,
"280201030002","DAVID PATERSON SCHOOL","2016","206","35","2","0","210","36","335","57","6","1","27","5","3","1",59,10,290,50,293,50,437,75,,,,,,,,
"280201030003","JACKSON MAIN ELEMENTARY SCHOOL","2016","175","41","0","0","118","27","289","67","2","0","21","5","1","0",51,12,187,43,244,57,375,87,,,,,,,,
"280201030004","BARACK OBAMA ELEMENTARY SCHOOL","2016","206","44","1","0","92","20","351","75","2","0","24","5","1","0",27,6,245,52,226,48,437,93,,,,,,,,
"280201030007","HEMPSTEAD HIGH SCHOOL","2016","792","33","4","0","747","31","1608","67","10","0","39","2","7","0",239,10,1140,47,1275,53,1532,63,,,,,,,,
"280201030008","MARSHALL SCHOOL","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,,,,,,,,
"280201030009","JACKSON ANNEX SCHOOL","2016","212","45","5","1","82","17","367","77","0","0","22","5","0","0",42,9,214,45,262,55,437,92,,,,,,,,
"280201030010","ALVERTA B GRAY SCHULTZ MIDDLE SCHOOL","2016","410","29","1","0","405","29","963","69","9","1","17","1","5","0",162,12,679,49,721,52,1025,73,,,,,,,,
"280201030011","FRONT STREET ELEMENTARY SCHOOL","2016","158","44","3","1","59","16","283","78","3","1","13","4","1","0",32,9,169,47,193,53,327,90,,,,,,,,
"280201030016","PROSPECT ELEMENTARY SCHOOL","2016","239","42","1","0","157","28","387","68","1","0","17","3","4","1",45,8,252,44,315,56,498,88,,,,,,,,
"280201860934","ACADEMY CHARTER SCHOOL","2016","52","7","7","1","548","69","198","25","8","1","4","1","26","3",42,5,414,52,377,48,620,78,,,,,,,,
"280201860947","EVERGREEN CHARTER SCHOOL","2016","89","30","1","0","71","24","225","75","2","1","2","1","0","0",23,8,164,54,137,46,259,86,,,,,,,,
"280202030000","UNIONDALE UNION FREE SCHOOL DISTRICT","2016","1236","18","8","0","2849","42","3715","55","78","1","56","1","30","0",809,12,3297,49,3439,51,5314,79,,,,,,,,
"280202030003","CALIFORNIA AVENUE ELEMENTARY SCHOOL","2016","199","25","2","0","288","36","501","62","11","1","3","0","5","1",99,12,399,49,411,51,660,81,,,,,,,,
"280202030004","GRAND AVENUE ELEMENTARY SCHOOL","2016","55","17","0","0","164","52","146","46","0","0","7","2","0","0",45,14,156,49,161,51,256,81,,,,,,,,
"280202030005","NORTHERN PARKWAY ELEMENTARY SCHOOL","2016","231","30","0","0","256","33","508","65","8","1","6","1","1","0",90,12,380,49,399,51,643,83,,,,,,,,
"280202030006","SMITH STREET ELEMENTARY SCHOOL","2016","80","17","0","0","184","39","279","59","0","0","2","0","4","1",70,15,207,44,262,56,378,81,,,,,,,,
"280202030007","WALNUT STREET ELEMENTARY SCHOOL","2016","148","26","0","0","194","34","352","62","5","1","14","2","3","1",69,12,279,49,289,51,453,80,,,,,,,,
"280202030008","LAWRENCE ROAD MIDDLE SCHOOL","2016","96","12","0","0","379","47","399","50","15","2","2","0","3","0",110,14,400,50,398,50,636,80,,,,,,,,
"280202030009","TURTLE HOOK MIDDLE SCHOOL","2016","119","16","1","0","308","42","400","54","15","2","9","1","7","1",97,13,368,50,372,50,581,79,,,,,,,,
"280202030010","UNIONDALE HIGH SCHOOL","2016","308","14","5","0","1076","48","1130","50","24","1","13","1","7","0",229,10,1108,49,1147,51,1707,76,,,,,,,,
"280203030000","EAST MEADOW UNION FREE SCHOOL DISTRICT","2016","253","4","7","0","281","4","1436","20","1322","19","3944","56","38","1",797,11,3527,50,3501,50,1663,24,,,,,,,,
"280203030001","BARNUM WOODS SCHOOL","2016","29","4","1","0","56","8","120","17","115","16","403","57","10","1",63,9,358,51,347,49,136,19,,,,,,,,
"280203030002","BOWLING GREEN SCHOOL","2016","53","7","0","0","18","2","218","29","154","20","367","48","6","1",124,16,365,48,398,52,193,25,,,,,,,,
"280203030003","MCVEY ELEMENTARY SCHOOL","2016","41","6","0","0","22","3","152","22","109","16","393","58","4","1",49,7,345,51,335,49,189,28,,,,,,,,
"280203030006","PARKWAY SCHOOL","2016","16","3","0","0","17","3","89","17","100","20","301","59","4","1",44,9,290,57,221,43,132,26,,,,,,,,
