"ENTITY_CD","ENTITY_NAME","YEAR","NUM_ELL","PER_ELL","NUM_AM_IND","PER_AM_IND","NUM_BLACK","PER_BLACK","NUM_HISP","PER_HISP","NUM_ASIAN","PER_ASIAN","NUM_WHITE","PER_WHITE","NUM_Multi","PER_Multi","NUM_SWD","PER_SWD","NUM_FEMALE","PER_FEMALE","NUM_MALE","PER_MALE","NUM_ECDIS","PER_ECDIS","NUM_MIGRANT","PER_MIGRANT","NUM_HOMELESS","PER_HOMELESS","NUM_FOSTER","PER_FOSTER","NUM_ARMED","PER_ARMED"
"000003000000","BROOME County","2017","487","2","74","0","2370","9","1693","7","828","3","19383","75","1492","6",3655,14,12604,49,13236,51,14110,55,,,,,,,,
"000004000000","CATTARAUGUS County","2017","23","0","776","6","241","2","330","3","123","1","10708","85","470","4",1991,16,6201,49,6447,51,7053,56,,,,,,,,
"000005000000","CAYUGA County","2017","50","1","18","0","308","3","335","4","68","1","7880","87","491","5",1191,13,4450,49,4650,51,4609,51,,,,,,,,
"000006000000","CHAUTAUQUA County","2017","636","3","189","1","396","2","2567","14","122","1","14168","78","812","4",2362,13,8976,49,9278,51,10442,57,,,,,,,,
"000007000000","CHEMUNG County","2017","46","0","23","0","925","8","286","3","189","2","8769","80","807","7",1450,13,5358,49,5641,51,5967,54,,,,,,,,
"000008000000","CHENANGO County","2017","14","0","33","0","103","1","192","3","56","1","6483","93","94","1",1235,18,3416,49,3545,51,3689,53,,,,,,,,
"000009000000","CLINTON County","2017","29","0","29","0","223","2","118","1","91","1","10054","95","84","1",1882,18,5168,49,5431,51,5440,51,,,,,,,,
"000010000000","COLUMBIA County","2017","293","4","5","0","505","7","608","9","252","4","5224","76","312","5",1152,17,3324,48,3582,52,3514,51,,,,,,,,
"000011000000","CORTLAND County","2017","23","0","3","0","106","2","163","3","32","1","5565","92","168","3",849,14,2952,49,3085,51,3312,55,,,,,,,,
"000012000000","DELAWARE County","2017","47","1","14","0","72","1","262","5","48","1","4835","91","89","2",804,15,2646,50,2674,50,2968,56,,,,,,,,
"000013000000","DUTCHESS County","2017","1165","3","32","0","4681","12","6814","17","1350","3","25012","64","1244","3",5909,15,19231,49,19902,51,15025,38,,,,,,,,
"000014000000","ERIE County","2017","7200","6","1050","1","24046","20","10914","9","5958","5","75926","62","3983","3",19786,16,60071,49,61806,51,59914,49,,,,,,,,
"000015000000","ESSEX County","2017","6","0","9","0","23","1","29","1","34","1","3472","96","51","1",646,18,1799,50,1819,50,1881,52,,,,,,,,
"022902040000","BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT","2017","0","0","2","0","2","0","9","1","1","0","710","97","11","1",112,15,356,48,379,52,469,64,,,,,,,,
"022902040001","BOLIVAR-RICHBURG JUNIOR-SENIOR HIGH SCHOOL","2017","0","0","1","0","2","0","7","2","1","0","396","96","6","1",59,14,196,47,217,53,254,62,,,,,,,,
"022902040002","BOLIVAR-RICHBURG ELEMENTARY SCHOOL","2017","0","0","1","0","0","0","2","1","0","0","314","98","5","2",53,16,160,50,162,50,215,67,,,,,,,,
"030101060000","CHENANGO FORKS CENTRAL SCHOOL DISTRICT","2017","3","0","4","0","22","1","45","3","7","0","1374","93","30","2",156,11,678,46,804,54,631,43,,,,,,,,
"030101060001","CHENANGO FORKS ELEMENTARY SCHOOL","2017","3","0","1","0","13","2","14","2","3","0","600","93","14","2",49,8,287,44,358,56,316,49,,,,,,,,
"030101060003","CHENANGO FORKS HIGH SCHOOL","2017","0","0","2","0","7","1","21","4","2","0","450","92","5","1",66,14,216,44,271,56,176,36,,,,,,,,
"030101060004","CHENANGO FORKS MIDDLE SCHOOL","2017","0","0","1","0","2","1","10","3","2","1","324","93","11","3",41,12,175,50,175,50,139,40,,,,,,,,
"030200010000","BINGHAMTON CITY SCHOOL DISTRICT","2017","247","5","10","0","1407","27","756","14","170","3","2369","45","546","10",825,16,2556,49,2702,51,4042,77,,,,,,,,
"030200010002","CALVIN COOLIDGE SCHOOL","2017","0","0","0","0","61","19","46","15","2","1","156","49","51","16",44,14,150,47,166,53,256,81,,,,,,,,
"030200010005","BENJAMIN FRANKLIN ELEMENTARY SCHOOL","2017","60","13","1","0","149","33","82","18","10","2","165","37","44","10",67,15,232,51,219,49,403,89,,,,,,,,
"030200010008","THOMAS JEFFERSON SCHOOL","2017","0","0","2","1","75","24","33","11","11","4","154","50","32","10",25,8,147,48,160,52,197,64,,,,,,,,
"030200010011","MACARTHUR SCHOOL","2017","0","0","1","0","103","24","50","12","7","2","227","52","45","10",66,15,218,50,215,50,307,71,,,,,,,,
"030200010012","THEODORE ROOSEVELT SCHOOL","2017","31","8","0","0","108","28","53","14","9","2","157","41","55","14",46,12,193,51,189,49,341,89,,,,,,,,
"030200010014","WOODROW WILSON SCHOOL","2017","41","10","0","0","98","23","81","19","25","6","176","41","46","11",81,19,206,48,220,52,380,89,,,,,,,,
"030200010015","EAST MIDDLE SCHOOL","2017","65","12","0","0","158","30","93","17","22","4","211","39","51","10",105,20,260,49,275,51,452,84,,,,,,,,
"030200010016","WEST MIDDLE SCHOOL","2017","0","0","1","0","162","27","68","11","21","3","286","48","64","11",99,16,280,47,322,53,428,71,,,,,,,,
"030200010021","BINGHAMTON HIGH SCHOOL","2017","50","3","4","0","388","26","189","12","60","4","758","50","115","8",251,17,741,49,773,51,1034,68,,,,,,,,
"030200010022","HORACE MANN SCHOOL","2017","0","0","1","0","105","36","61","21","3","1","79","27","43","15",41,14,129,44,163,56,244,84,,,,,,,,
"030501040000","HARPURSVILLE CENTRAL SCHOOL DISTRICT","2017","1","0","2","0","7","1","6","1","6","1","719","95","17","2",130,17,338,45,419,55,497,66,,,,,,,,
"030501040001","W A OLMSTED ELEMENTARY SCHOOL","2017","0","0","0","0","2","1","5","1","0","0","336","94","14","4",46,13,157,44,200,56,258,72,,,,,,,,
"030501040003","HARPURSVILLE JUNIOR-SENIOR HIGH SCHOOL","2017","1","0","2","1","5","1","1","0","6","2","383","96","3","1",84,21,181,45,219,55,239,60,,,,,,,,
"030601060000","SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT","2017","7","0","7","0","50","3","31","2","16","1","1330","90","41","3",174,12,686,47,789,53,719,49,,,,,,,,
"030601060001","BROOKSIDE ELEMENTARY SCHOOL","2017","1","0","0","0","6","2","10","3","4","1","347","91","16","4",38,10,191,50,192,50,193,50,,,,,,,,
"030601060004","F P DONNELLY SCHOOL","2017","3","1","1","0","2","1","2","1","5","2","262","93","10","4",25,9,136,48,146,52,165,59,,,,,,,,
"030601060005","RICHARD T STANK MIDDLE SCHOOL","2017","0","0","2","1","12","4","13","4","1","0","265","89","6","2",48,16,137,46,162,54,145,48,,,,,,,,
"030601060006","SUSQUEHANNA VALLEY SENIOR HIGH SCHOOL","2017","3","1","4","1","30","6","6","1","6","1","456","89","9","2",63,12,222,43,289,57,216,42,,,,,,,,
"030701060000","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","2017","11","1","9","1","21","1","32","2","17","1","1492","91","71","4",269,16,788,48,854,52,684,42,,,,,,,,
"030701060001","CHENANGO VALLEY HIGH SCHOOL","2017","0","0","3","1","7","1","5","1","5","1","490","93","16","3",98,19,267,51,259,49,194,37,,,,,,,,
"030701060003","CHENANGO BRIDGE ELEMENTARY SCHOOL","2017","4","1","3","1","5","1","9","2","4","1","338","89","19","5",55,15,192,51,186,49,168,44,,,,,,,,
"030701060004","PORT DICKINSON ELEMENTARY SCHOOL","2017","6","2","2","1","4","1","9","2","3","1","336","88","26","7",44,12,175,46,205,54,181,48,,,,,,,,
"030701060005","CHENANGO VALLEY MIDDLE SCHOOL","2017","1","0","1","0","5","1","9","3","5","1","328","92","10","3",72,20,154,43,204,57,141,39,,,,,,,,
"031101060000","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","2017","14","1","11","0","61","3","66","3","38","2","2123","89","81","3",395,17,1215,51,1165,49,956,40,,,,,,,,
"031101060003","HOMER BRINK SCHOOL","2017","9","1","3","0","24","3","33","5","14","2","583","85","29","4",100,15,336,49,350,51,263,38,,,,,,,,
"031101060004","MAINE MEMORIAL SCHOOL","2017","0","0","1","0","1","0","5","1","2","0","369","91","26","6",69,17,214,53,190,47,217,54,,,,,,,,
"031101060005","MAINE-ENDWELL MIDDLE SCHOOL","2017","3","1","3","1","18","3","10","2","7","1","512","91","12","2",105,19,295,52,267,48,227,40,,,,,,,,
"031101060006","MAINE-ENDWELL SENIOR HIGH SCHOOL","2017","2","0","4","1","18","2","18","2","15","2","659","91","14","2",121,17,370,51,358,49,249,34,,,,,,,,
"031301040000","DEPOSIT CENTRAL SCHOOL DISTRICT","2017","0","0","2","0","9","2","13","3","1","0","461","94","2","0",82,17,247,51,241,49,333,68,,,,,,,,
"031301040002","DEPOSIT ELEMENTARY SCHOOL","2017","0","0","0","0","5","2","6","3","0","0","202","94","2","1",36,17,102,47,113,53,154,72,,,,,,,,
"031301040003","DEPOSIT MIDDLE-SENIOR HIGH SCHOOL","2017","0","0","2","1","4","1","7","3","1","0","259","95","0","0",46,17,145,53,128,47,179,66,,,,,,,,
"031401060000","WHITNEY POINT CENTRAL SCHOOL DISTRICT","2017","2","0","3","0","5","0","23","2","4","0","1316","96","19","1",228,17,690,50,680,50,849,62,,,,,,,,
"261600010023","SCHOOL 23-FRANCIS PARKER","2017","18","6","1","0","140","46","37","12","12","4","112","37","1","0",71,23,152,50,151,50,208,69,,,,,,,,
"261600010025","SCHOOL 25-NATHANIEL HAWTHORNE","2017","12","4","0","0","171","56","99","33","2","1","31","10","1","0",127,42,133,44,171,56,284,93,,,,,,,,
"261600010028","SCHOOL 28-HENRY HUDSON","2017","222","33","1","0","237","35","406","60","3","0","32","5","1","0",161,24,320,47,360,53,631,93,,,,,,,,
"261600010029","SCHOOL 29-ADLAI E STEVENSON","2017","30","9","0","0","258","76","57","17","4","1","20","6","2","1",126,37,148,43,193,57,334,98,,,,,,,,
"261600010033","SCHOOL 33-AUDUBON","2017","117","12","0","0","528","53","409","41","1","0","57","6","2","0",223,22,482,48,515,52,928,93,,,,,,,,
"261600010034","SCHOOL 34-DR LOUIS A CERULLI","2017","51","11","1","0","258","57","98","22","22","5","73","16","0","0",105,23,218,48,234,52,423,94,,,,,,,,
"261600010035","SCHOOL 35-PINNACLE","2017","179","41","3","1","178","41","214","50","4","1","32","7","1","0",52,12,214,50,218,50,403,93,,,,,,,,
"261600010039","SCHOOL 39-ANDREW J TOWNSON","2017","19","3","0","0","359","62","175","30","6","1","35","6","2","0",117,20,275,48,302,52,559,97,,,,,,,,
"261600010041","SCHOOL 41-KODAK PARK","2017","37","7","0","0","301","59","116","23","29","6","63","12","1","0",107,21,231,45,279,55,478,94,,,,,,,,
"261600010042","SCHOOL 42-ABELARD REYNOLDS","2017","21","4","0","0","227","47","115","24","15","3","127","26","1","0",115,24,238,49,247,51,397,82,,,,,,,,
"261600010043","SCHOOL 43-THEODORE ROOSEVELT","2017","42","8","4","1","286","57","111","22","26","5","73","15","0","0",123,25,213,43,287,57,477,95,,,,,,,,
"261600010044","SCHOOL 44-LINCOLN PARK","2017","5","2","0","0","187","85","17","8","4","2","12","5","0","0",50,23,103,47,117,53,209,95,,,,,,,,
"261600010045","SCHOOL 45-MARY MCLEOD BETHUNE","2017","40","7","0","0","340","61","177","32","3","1","38","7","0","0",96,17,270,48,288,52,535,96,,,,,,,,
"261600010046","SCHOOL 46-CHARLES CARROLL","2017","22","7","0","0","162","52","73","24","11","4","64","21","0","0",82,26,159,51,151,49,231,75,,,,,,,,
"261600010050","SCHOOL 50-HELEN BARRETT MONTGOMERY","2017","185","29","3","0","288","46","168","27","99","16","70","11","1","0",113,18,282,45,347,55,577,92,,,,,,,,
"261600010052","SCHOOL 52-FRANK FOWLER DOW","2017","9","3","0","0","181","55","67","20","4","1","74","23","1","0",69,21,152,46,175,54,281,86,,,,,,,,
"261600010053","SCHOOL 53 MONTESSORI ACADEMY","2017","8","3","1","0","157","64","47","19","8","3","31","13","0","0",27,11,128,52,116,48,193,79,,,,,,,,
"261600010054","SCHOOL 54-FLOWER CITY COMMUNITY SCHOOL","2017","25","6","0","0","298","68","104","24","6","1","30","7","1","0",105,24,205,47,234,53,424,97,,,,,,,,
"261600010057","SCHOOL 57-EARLY CHILDHOOD SCHOOL","2017","6","4","0","0","103","65","41","26","1","1","14","9","0","0",24,15,87,55,72,45,146,92,,,,,,,,
"261600010058","SCHOOL 58-WORLD OF INQUIRY SCHOOL","2017","62","7","3","0","602","66","163","18","34","4","106","12","2","0",188,21,455,50,455,50,688,76,,,,,,,,
"261600010061","EAST HIGH SCHOOL","2017","167","20","1","0","433","52","284","34","41","5","62","8","4","0",133,16,418,51,407,49,748,91,,,,,,,,
"261600010066","JAMES MONROE HIGH SCHOOL","2017","327","35","2","0","377","41","494","54","11","1","37","4","2","0",197,21,482,52,441,48,877,95,,,,,,,,
"261600010067","JOSEPH C WILSON MAGNET HIGH SCHOOL","2017","85","11","1","0","536","71","84","11","47","6","90","12","0","0",170,22,415,55,343,45,612,81,,,,,,,,
"261600010068","JOSEPH C WILSON FOUNDATION ACADEMY","2017","31","6","0","0","389","73","85","16","20","4","40","7","1","0",83,16,267,50,268,50,481,90,,,,,,,,
"261600010069","SCHOOL WITHOUT WALLS","2017","18","7","0","0","154","58","61","23","15","6","34","13","0","0",30,11,170,64,94,36,228,86,,,,,,,,
"261600010073","NORTHEAST COLLEGE PREPARATORY HIGH SCHOOL","2017","67","10","1","0","437","66","168","25","5","1","48","7","1","0",142,22,348,53,312,47,582,88,,,,,,,,
"261600010074","SCHOOL OF THE ARTS","2017","32","3","5","0","565","49","263","23","49","4","263","23","1","0",126,11,711,62,435,38,797,70,,,,,,,,
"261600010089","NORTHWEST COLLEGE PREPARATORY HIGH SCHOOL","2017","29","13","0","0","133","59","72","32","2","1","18","8","1","0",47,21,112,50,114,50,209,92,,,,,,,,
"261600010095","ROBERT BROWN SCHOOL OF CONSTRUCTION AND DESIGN","2017","221","13","3","0","1066","63","402","24","86","5","136","8","1","0",433,26,817,48,877,52,1561,92,,,,,,,,
"261600010097","VANGUARD COLLEGIATE HIGH SCHOOL","2017","84","16","2","0","314","60","141","27","23","4","46","9","0","0",126,24,294,56,232,44,496,94,,,,,,,,
"261600010101","INTEGRATED ARTS AND TECHNOLOGY HIGH SCHOOL","2017","144","21","0","0","322","47","246","36","36","5","82","12","1","0",169,25,335,49,352,51,623,91,,,,,,,,
"261600010102","ROCHESTER EARLY COLLEGE INTERNATIONAL HIGH SCHOOL","2017","50","13","1","0","239","64","68","18","31","8","31","8","1","0",69,19,216,58,155,42,335,90,,,,,,,,
"261600010103","LEADERSHIP ACADEMY FOR YOUNG MEN","2017","59","10","2","0","398","70","115","20","6","1","50","9","0","0",141,25,0,0,571,100,521,91,,,,,,,,
"261600010105","EAST LOWER SCHOOL","2017","58","18","2","1","169","53","91","28","13","4","42","13","3","1",37,12,143,45,177,55,286,89,,,,,,,,
"261600860705","TRUE NORTH ROCHESTER PREP CHARTER SCHOOL-WEST CAMPUS","2017","11","1","0","0","620","81","118","16","3","0","20","3","0","0",65,9,402,53,359,47,678,89,,,,,,,,
"261600860811","EUGENIO MARIA DE HOSTOS CHARTER SCHOOL","2017","79","13","2","0","163","26","438","71","2","0","13","2","1","0",52,8,336,54,283,46,480,78,,,,,,,,
"261600860826","GENESEE COMMUNITY CHARTER SCHOOL","2017","3","1","0","0","41","19","17","8","6","3","138","64","15","7",24,11,117,54,100,46,68,31,,,,,,,,
"261600860877","URBAN CHOICE CHARTER SCHOOL","2017","18","5","0","0","283","71","81","20","1","0","15","4","17","4",48,12,193,49,204,51,366,92,,,,,,,,
"261600860906","TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL (THE)","2017","6","1","0","0","906","90","74","7","4","0","19","2","0","0",103,10,521,52,482,48,839,84,,,,,,,,
"261600860910","ROCHESTER ACADEMY CHARTER SCHOOL","2017","23","6","0","0","254","70","26","7","5","1","76","21","0","0",44,12,211,58,150,42,361,100,,,,,,,,
"261600860985","UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN","2017","4","1","3","1","306","79","46","12","1","0","21","5","8","2",43,11,0,0,385,100,259,67,,,,,,,,
"261600861019","ROCHESTER CAREER MENTORING CHARTER SCHOOL","2017","6","3","0","0","172","73","50","21","0","0","12","5","3","1",34,14,144,61,93,39,217,92,,,,,,,,
"261600861049","ROCHESTER PREP CHARTER SCHOOL 3","2017","0","0","0","0","72","80","15","17","1","1","2","2","0","0",7,8,45,50,45,50,84,93,,,,,,,,
"261600861069","VERTUS CHARTER SCHOOL","2017","7","3","0","0","214","85","32","13","0","0","5","2","0","0",52,21,0,0,251,100,250,100,,,,,,,,
"261600861071","PUC ACHIEVE CHARTER SCHOOL","2017","6","2","2","1","207","72","59","21","1","0","16","6","1","0",34,12,170,59,116,41,232,81,,,,,,,,
"261701060000","RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT","2017","299","6","13","0","734","14","328","6","611","12","3330","63","231","4",489,9,2594,49,2653,51,2183,42,,,,,,,,
"261701060002","ETHEL K FYLE ELEMENTARY SCHOOL","2017","61","13","0","0","61","13","30","6","81","17","291","60","24","5",40,8,241,49,246,51,226,46,,,,,,,,
"261701060004","MONICA B LEARY ELEMENTARY SCHOOL","2017","21","4","0","0","71","12","34","6","38","6","411","69","41","7",40,7,287,48,308,52,144,24,,,,,,,,
"261701060005","DAVID B CRANE ELEMENTARY SCHOOL","2017","51","12","2","0","42","10","35","8","77","18","236","55","37","9",50,12,218,51,211,49,204,48,,,,,,,,
"261701060006","FLOYD S WINSLOW ELEMENTARY SCHOOL","2017","70","13","1","0","61","12","34","6","60","11","338","64","33","6",24,5,270,51,257,49,262,50,,,,,,,,
"261701060009","NINTH GRADE ACADEMY","2017","6","2","1","0","75","19","15","4","49","12","248","62","9","2",31,8,206,52,191,48,157,40,,,,,,,,
"261701060012","EMMA E SHERMAN ELEMENTARY SCHOOL","2017","18","5","1","0","29","8","28","7","39","10","247","66","30","8",48,13,163,44,211,56,130,35,,,,,,,,
"261701060013","RUSH-HENRIETTA SENIOR HIGH SCHOOL","2017","45","4","4","0","203","17","70","6","140","11","793","65","18","1",125,10,593,48,635,52,513,42,,,,,,,,
"261701060014","CHARLES H ROTH MIDDLE SCHOOL","2017","18","3","2","0","108","16","47","7","65","10","422","63","21","3",60,9,338,51,327,49,309,46,,,,,,,,
"261701060015","HENRY V BURGER MIDDLE SCHOOL","2017","9","2","2","0","84","15","35","6","62","11","344","63","18","3",71,13,278,51,267,49,238,44,,,,,,,,
"261801060000","BROCKPORT CENTRAL SCHOOL DISTRICT","2017","38","1","6","0","133","4","263","8","42","1","2672","82","158","5",440,13,1598,49,1676,51,1524,47,,,,,,,,
"280201030010","ALVERTA B GRAY SCHULTZ MIDDLE SCHOOL","2017","488","34","4","0","393","27","984","68","12","1","54","4","5","0",161,11,688,47,764,53,994,68,,,,,,,,
"280201030011","FRONT STREET ELEMENTARY SCHOOL","2017","169","46","2","1","61","17","289","79","0","0","11","3","1","0",32,9,170,47,194,53,290,80,,,,,,,,
"280201030016","PROSPECT ELEMENTARY SCHOOL","2017","264","47","3","1","135","24","420","74","1","0","2","0","3","1",40,7,275,49,289,51,447,79,,,,,,,,
"280201860934","ACADEMY CHARTER SCHOOL","2017","73","8","8","1","640","68","263","28","3","0","5","1","26","3",50,5,507,54,438,46,669,71,,,,,,,,
"280201860947","EVERGREEN CHARTER SCHOOL","2017","118","31","1","0","84","22","284","76","2","1","3","1","2","1",21,6,203,54,173,46,316,84,,,,,,,,
"280202030000","UNIONDALE UNION FREE SCHOOL DISTRICT","2017","1404","20","12","0","2779","40","3931","57","73","1","65","1","38","1",789,11,3360,49,3538,51,5316,77,,,,,,,,
"280202030003","CALIFORNIA AVENUE ELEMENTARY SCHOOL","2017","220","26","5","1","273","32","542","64","9","1","7","1","7","1",82,10,408,48,435,52,692,82,,,,,,,,
"280202030004","GRAND AVENUE ELEMENTARY SCHOOL","2017","53","17","0","0","165","53","138","44","1","0","7","2","1","0",34,11,158,51,154,49,250,80,,,,,,,,
"280202030005","NORTHERN PARKWAY ELEMENTARY SCHOOL","2017","258","33","0","0","247","31","525","67","5","1","7","1","2","0",81,10,382,49,404,51,639,81,,,,,,,,
"280202030006","SMITH STREET ELEMENTARY SCHOOL","2017","91","19","1","0","178","38","280","60","1","0","4","1","6","1",67,14,220,47,250,53,380,81,,,,,,,,
"280202030007","WALNUT STREET ELEMENTARY SCHOOL","2017","155","27","1","0","188","33","363","63","4","1","17","3","5","1",72,12,282,49,296,51,430,74,,,,,,,,
"280202030008","LAWRENCE ROAD MIDDLE SCHOOL","2017","109","14","0","0","350","44","424","54","12","2","2","0","2","0",96,12,397,50,393,50,607,77,,,,,,,,
"280202030009","TURTLE HOOK MIDDLE SCHOOL","2017","136","18","0","0","325","42","424","55","12","2","10","1","6","1",119,15,373,48,404,52,592,76,,,,,,,,
"280202030010","UNIONDALE HIGH SCHOOL","2017","382","16","5","0","1053","45","1235","53","29","1","11","0","9","0",238,10,1140,49,1202,51,1726,74,,,,,,,,
"280203030000","EAST MEADOW UNION FREE SCHOOL DISTRICT","2017","301","4","5","0","279","4","1500","21","1383","20","3801","54","40","1",798,11,3526,50,3482,50,1687,24,,,,,,,,
"280203030001","BARNUM WOODS SCHOOL","2017","32","5","1","0","44","6","134","19","127","18","390","55","7","1",54,8,357,51,346,49,131,19,,,,,,,,
"280203030002","BOWLING GREEN SCHOOL","2017","61","8","0","0","21","3","208","27","155","20","372","49","6","1",135,18,369,48,393,52,170,22,,,,,,,,
"280203030003","MCVEY ELEMENTARY SCHOOL","2017","53","8","0","0","22","3","160","23","126","18","387","55","6","1",55,8,370,53,331,47,206,29,,,,,,,,
"280203030006","PARKWAY SCHOOL","2017","16","3","0","0","19","4","87","17","106","21","286","57","4","1",47,9,283,56,219,44,112,22,,,,,,,,
"280203030008","CLARKE MIDDLE SCHOOL","2017","15","3","0","0","13","2","139","24","139","24","295","50","4","1",77,13,284,48,306,52,132,22,,,,,,,,
"280203030009","WOODLAND MIDDLE SCHOOL","2017","24","2","2","0","56","5","205","19","206","19","594","56","7","1",130,12,503,47,567,53,277,26,,,,,,,,
"280203030010","W TRESPER CLARKE HIGH SCHOOL","2017","1","0","0","0","27","3","148","19","164","21","435","56","1","0",58,7,380,49,395,51,185,24,,,,,,,,
"280203030011","EAST MEADOW HIGH SCHOOL","2017","59","4","2","0","67","4","333","22","272","18","855","56","1","0",165,11,788,52,742,48,388,25,,,,,,,,
"280203030012","MEADOWBROOK ELEMENTARY SCHOOL","2017","40","11","0","0","10","3","86","23","88","23","187","50","4","1",77,21,192,51,183,49,86,23,,,,,,,,
"280204020000","NORTH BELLMORE UNION FREE SCHOOL DISTRICT","2017","34","2","10","0","47","2","271","13","143","7","1530","75","50","2",394,19,1036,51,1015,49,276,13,,,,,,,,
"280204020003","NEWBRIDGE ROAD SCHOOL","2017","13","4","1","0","6","2","62","18","22","6","257","73","5","1",66,19,167,47,186,53,63,18,,,,,,,,
"280204020004","PARK AVENUE SCHOOL","2017","2","1","1","0","2","1","19","6","18","6","272","84","13","4",43,13,168,52,157,48,19,6,,,,,,,,
"280204020005","SAW MILL ROAD SCHOOL","2017","10","1","1","0","26","4","102","14","54","8","518","73","12","2",140,20,349,49,364,51,119,17,,,,,,,,
"280204020006","JOHN G DINKELMEYER SCHOOL","2017","7","2","3","1","8","2","52","14","34","9","275","72","11","3",72,19,211,55,172,45,40,10,,,,,,,,
"280204020007","MARTIN AVENUE ELEMENTARY SCHOOL","2017","2","1","4","1","5","2","36","13","15","5","208","75","9","3",73,26,141,51,136,49,35,13,,,,,,,,
"280205030000","LEVITTOWN UNION FREE SCHOOL DISTRICT","2017","164","2","6","0","72","1","1323","19","631","9","4995","70","79","1",913,13,3421,48,3685,52,1219,17,,,,,,,,
"280205030001","EAST BROADWAY SCHOOL","2017","0","0","0","0","5","1","70","10","33","5","566","82","14","2",74,11,320,47,368,53,46,7,,,,,,,,
"000009000000","CLINTON County","2016","20","0","26","0","231","2","119","1","85","1","10039","95","81","1",1886,18,5103,48,5478,52,5355,51,,,,,,,,
"000010000000","COLUMBIA County","2016","250","4","7","0","532","8","579","8","236","3","5402","77","292","4",1196,17,3371,48,3677,52,3564,51,,,,,,,,
"000011000000","CORTLAND County","2016","16","0","3","0","107","2","153","2","39","1","5744","93","158","3",880,14,3012,49,3192,51,3190,51,,,,,,,,
"000012000000","DELAWARE County","2016","41","1","12","0","64","1","258","5","51","1","4926","91","83","2",821,15,2725,51,2669,49,2980,55,,,,,,,,
"000013000000","DUTCHESS County","2016","1098","3","34","0","4765","12","6491","16","1455","4","25925","65","1139","3",5939,15,19597,49,20212,51,14361,36,,,,,,,,
"000014000000","ERIE County","2016","6270","5","1135","1","24239","20","10450","9","5537","5","77344","63","3595","3",19713,16,60439,49,61861,51,59692,49,,,,,,,,
"000015000000","ESSEX County","2016","2","0","8","0","29","1","23","1","44","1","3474","96","39","1",616,17,1781,49,1836,51,1961,54,,,,,,,,
"000016000000","FRANKLIN County","2016","1","0","991","14","35","0","61","1","35","0","5986","83","87","1",1133,16,3450,48,3745,52,4153,58,,,,,,,,
"000017000000","FULTON County","2016","13","0","6","0","181","2","230","3","53","1","6840","92","148","2",1043,14,3657,49,3801,51,4288,57,,,,,,,,
"000018000000","GENESEE County","2016","76","1","9","0","225","3","386","5","58","1","6967","88","315","4",891,11,3888,49,4072,51,3650,46,,,,,,,,
"000019000000","GREENE County","2016","47","1","9","0","242","4","378","6","68","1","5003","85","210","4",994,17,2937,50,2973,50,2849,48,,,,,,,,
"000020000000","HAMILTON County","2016","0","0","0","0","6","1","9","2","3","1","393","95","2","0",52,13,190,46,223,54,190,46,,,,,,,,
"000021000000","HERKIMER County","2016","48","1","9","0","142","2","101","1","55","1","8577","96","93","1",1239,14,4523,50,4454,50,4948,55,,,,,,,,
"000022000000","JEFFERSON County","2016","206","1","70","0","1045","6","1355","8","286","2","13976","79","865","5",2812,16,8632,49,8965,51,9308,53,,,,,,,,
"000023000000","LEWIS County","2016","5","0","4","0","57","1","53","1","28","1","3815","95","42","1",692,17,1963,49,2036,51,2146,54,,,,,,,,
"000024000000","LIVINGSTON County","2016","118","2","5","0","113","1","334","4","74","1","6937","91","151","2",987,13,3722,49,3892,51,3299,43,,,,,,,,
"000025000000","MADISON County","2016","43","0","80","1","123","1","216","2","89","1","8741","92","217","2",1344,14,4708,50,4758,50,4368,46,,,,,,,,
"000026000000","MONROE County","2016","5243","5","175","0","25410","24","14058","13","4292","4","59206","56","2807","3",13970,13,51904,49,54044,51,51504,49,,,,,,,,
"000027000000","MONTGOMERY County","2016","176","2","10","0","238","3","1680","23","62","1","5166","71","169","2",1060,14,3547,48,3778,52,4295,59,,,,,,,,
"000028000000","NASSAU County","2016","14038","7","305","0","24533","12","46736","23","24101","12","102085","51","2607","1",25630,13,97296,49,103071,51,60677,30,,,,,,,,
"000030000000","NYC Public Schools","2016","4630","20","295","1","8802","38","9274","40","1669","7","3263","14","156","1",23065,98,6409,27,17050,73,15049,64,,,,,,,,
"000031000000","NEW YORK County","2016","17803","11","987","1","38884","24","73879","45","20041","12","26300","16","3565","2",33014,20,83850,51,79806,49,106226,65,,,,,,,,
"000032000000","BRONX County","2016","36279","17","1702","1","60876","28","134959","62","9951","5","8957","4","1272","1",48887,22,106165,49,111552,51,180870,83,,,,,,,,
"000033000000","KINGS County","2016","39282","13","2164","1","118417","38","86905","28","48546","16","50044","16","3397","1",59382,19,150383,49,159090,51,223534,72,,,,,,,,
