"ENTITY_CD","ENTITY_NAME","YEAR","NUM_FREE_LUNCH","PER_FREE_LUNCH","NUM_REDUCED_LUNCH","PER_REDUCED_LUNCH"
"490301060003","GREEN MEADOW SCHOOL","2017","57","15","18","5"
"490301060005","CITIZEN EDMOND GENET SCHOOL","2017","82","19","19","4"
"490301060006","RED MILL SCHOOL","2017","92","23","19","5"
"490301060007","COLUMBIA HIGH SCHOOL","2017","219","17","43","3"
"490301060008","HOWARD L GOFF SCHOOL","2017","177","18","38","4"
"490501060000","HOOSICK FALLS CENTRAL SCHOOL DISTRICT","2017","457","42","63","6"
"490501060002","HOOSICK FALLS ELEMENTARY SCHOOL","2017","263","47","35","6"
"490501060003","HOOSICK FALLS JUNIOR/SENIOR HIGH SCHOOL","2017","194","36","28","5"
"490601060000","LANSINGBURGH CENTRAL SCHOOL DISTRICT","2017","1408","62","86","4"
"490601060002","KNICKERBACKER MIDDLE SCHOOL","2017","306","59","22","4"
"490601060003","LANSINGBURGH SENIOR HIGH SCHOOL","2017","379","53","21","3"
"490601060008","TURNPIKE ELEMENTARY SCHOOL","2017","355","67","26","5"
"490601060009","RENSSELAER PARK ELEMENTARY SCHOOL","2017","368","72","17","3"
"490801080000","NORTH GREENBUSH COMMON SCHOOL DISTRICT (WILLIAMS)","2017","0","0","0","0"
"490801080001","NORTH GREENBUSH SCHOOL","2017","0","0","0","0"
"490804020000","WYNANTSKILL UNION FREE SCHOOL DISTRICT","2017","81","23","20","6"
"490804020002","GARDNER-DICKINSON SCHOOL","2017","81","23","20","6"
"491200010000","RENSSELAER CITY SCHOOL DISTRICT","2017","724","69","53","5"
"491200010006","VAN RENSSELAER ELEMENTARY SCHOOL","2017","433","71","31","5"
"491200010007","RENSSELAER JUNIOR/SENIOR HIGH SCHOOL","2017","291","68","22","5"
"491302060000","AVERILL PARK CENTRAL SCHOOL DISTRICT","2017","525","19","92","3"
"491302060001","SAND LAKE-MILLER HILL SCHOOL","2017","107","26","25","6"
"491302060002","AVERILL PARK HIGH SCHOOL","2017","157","16","23","2"
"491302060004","POESTENKILL ELEMENTARY SCHOOL","2017","73","20","15","4"
"491302060005","WEST SAND LAKE ELEMENTARY SCHOOL","2017","82","21","12","3"
"491302060006","ALGONQUIN MIDDLE SCHOOL","2017","106","17","17","3"
"491401040000","HOOSIC VALLEY CENTRAL SCHOOL DISTRICT","2017","255","27","65","7"
"491401040001","HOOSIC VALLEY ELEMENTARY SCHOOL","2017","133","29","28","6"
"491401040002","HOOSIC VALLEY JUNIOR SENIOR HIGH SCHOOL","2017","122","25","37","8"
"491501040000","SCHODACK CENTRAL SCHOOL DISTRICT","2017","132","15","14","2"
"491501040002","MAPLE HILL HIGH SCHOOL","2017","42","15","3","1"
"491501040003","CASTLETON ELEMENTARY SCHOOL","2017","66","16","8","2"
"491501040004","MAPLE HILL MIDDLE SCHOOL","2017","24","13","3","2"
"491700010000","TROY CITY SCHOOL DISTRICT","2017","2805","70","132","3"
"491700010002","PS 2","2017","294","95","1","0"
"491700010014","PS 14","2017","441","84","13","2"
"491700010016","PS 16","2017","190","59","12","4"
"491700010018","PS 18","2017","195","55","9","3"
"491700010019","TROY HIGH SCHOOL","2017","805","63","64","5"
"491700010020","CARROLL HILL SCHOOL","2017","289","79","7","2"
"491700010021","TROY MIDDLE SCHOOL","2017","591","71","26","3"
"491700860931","TRUE NORTH TROY PREPARATORY CHARTER SCHOOL","2017","420","79","89","17"
"500101060000","CLARKSTOWN CENTRAL SCHOOL DISTRICT","2017","829","10","67","1"
"500101060001","LITTLE TOR ELEMENTARY SCHOOL","2017","15","6","0","0"
"500101060002","BARDONIA ELEMENTARY SCHOOL","2017","47","12","10","3"
"500101060006","LAUREL PLAINS ELEMENTARY SCHOOL","2017","40","11","4","1"
"500101060007","LINK ELEMENTARY SCHOOL","2017","18","5","2","1"
"500101060008","NEW CITY ELEMENTARY SCHOOL","2017","43","11","4","1"
"500101060010","WEST NYACK ELEMENTARY SCHOOL","2017","19","6","3","1"
"500101060011","CLARKSTOWN NORTH SENIOR HIGH SCHOOL","2017","129","10","11","1"
"500101060014","LAKEWOOD ELEMENTARY SCHOOL","2017","92","21","6","1"
"500101060015","WOODGLEN ELEMENTARY SCHOOL","2017","67","14","3","1"
"500101060016","STRAWTOWN ELEMENTARY SCHOOL","2017","23","7","0","0"
"500101060019","CLARKSTOWN SOUTH SENIOR HIGH SCHOOL","2017","101","7","7","0"
"500101060020","BIRCHWOOD SCHOOL","2017","27","33","4","5"
"500101060022","FELIX FESTA DETERMINATION MIDDLE SCHOOL","2017","72","11","5","1"
"500101060023","FELIX FESTA CHARACTER MIDDLE SCHOOL","2017","68","10","3","0"
"500101060024","FELIX FESTA ACHIEVEMENT MIDDLE SCHOOL","2017","68","11","5","1"
"500108030000","NANUET UNION FREE SCHOOL DISTRICT","2017","406","19","50","2"
"500108030001","HIGHVIEW ELEMENTARY SCHOOL","2017","65","19","9","3"
"500108030002","GEORGE W MILLER ELEMENTARY SCHOOL","2017","103","24","11","3"
"500108030003","A MACARTHUR BARR MIDDLE SCHOOL","2017","57","16","6","2"
"500108030004","NANUET SENIOR HIGH SCHOOL","2017","112","16","11","2"
"500108030005","A MACARTHUR BARR MS 5-6 ACADEMY","2017","69","20","13","4"
"500201060000","HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND)","2017","3909","50","484","6"
"500201060001","WILLOW GROVE ELEMENTARY SCHOOL","2017","283","44","41","6"
"500201060004","STONY POINT ELEMENTARY SCHOOL","2017","350","53","31","5"
"500201060008","JAMES A FARLEY ELEMENTARY SCHOOL","2017","290","48","30","5"
"500201060009","NORTH ROCKLAND HIGH SCHOOL","2017","1173","46","157","6"
"500201060010","HAVERSTRAW ELEMENTARY SCHOOL","2017","368","64","39","7"
"500201060011","THIELLS ELEMENTARY SCHOOL","2017","380","50","46","6"
"500201060012","WEST HAVERSTRAW ELEMENTARY SCHOOL","2017","435","58","58","8"
"500201060013","FIELDSTONE MIDDLE SCHOOL","2017","630","51","82","7"
"500301060000","SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT","2017","384","13","50","2"
"500301060006","WILLIAM O SCHAEFER ELEMENTARY SCHOOL","2017","75","13","13","2"
"500301060007","TAPPAN ZEE HIGH SCHOOL","2017","132","12","16","1"
"500301060008","SOUTH ORANGETOWN MIDDLE SCHOOL","2017","88","12","13","2"
"500301060009","COTTAGE LANE ELEMENTARY SCHOOL","2017","89","14","8","1"
"500304030000","NYACK UNION FREE SCHOOL DISTRICT","2017","933","31","129","4"
"500304030002","LIBERTY ELEMENTARY SCHOOL","2017","206","42","20","4"
"500304030004","UPPER NYACK SCHOOL","2017","91","21","13","3"
"500304030005","VALLEY COTTAGE SCHOOL","2017","156","34","28","6"
"500304030006","NYACK SENIOR HIGH SCHOOL","2017","298","30","38","4"
"500304030007","NYACK MIDDLE SCHOOL","2017","182","29","30","5"
"500308030000","PEARL RIVER UNION FREE SCHOOL DISTRICT","2017","268","11","19","1"
"500308030003","EVANS PARK SCHOOL","2017","34","10","2","1"
"500308030008","PEARL RIVER HIGH SCHOOL","2017","90","9","10","1"
"500308030009","PEARL RIVER MIDDLE SCHOOL","2017","70","11","3","0"
"500308030010","FRANKLIN AVENUE SCHOOL","2017","51","16","4","1"
"500308030011","LINCOLN AVENUE SCHOOL","2017","23","11","0","0"
"500401060000","RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN)","2017","996","24","106","3"
"500401060001","CHERRY LANE ELEMENTARY SCHOOL","2017","63","21","9","3"
"500401060002","RICHARD P CONNOR ELEMENTARY SCHOOL","2017","169","38","10","2"
"500401060004","SLOATSBURG ELEMENTARY SCHOOL","2017","69","35","6","3"
"500401060009","SUFFERN SENIOR HIGH SCHOOL","2017","299","21","32","2"
"500401060010","MONTEBELLO ROAD SCHOOL","2017","113","32","13","4"
"500401060011","SUFFERN MIDDLE SCHOOL","2017","233","22","30","3"
"500401060012","VIOLA ELEMENTARY SCHOOL","2017","50","14","6","2"
"500402060000","EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY)","2017","5769","67","294","3"
"500402060001","FLEETWOOD ELEMENTARY SCHOOL","2017","386","70","22","4"
"500402060002","GRANDVIEW ELEMENTARY SCHOOL","2017","336","71","9","2"
"500402060003","HEMPSTEAD ELEMENTARY SCHOOL","2017","286","62","11","2"
"500402060004","KAKIAT ELEMENTARY SCHOOL","2017","426","71","29","5"
"500402060005","MARGETTS ELEMENTARY SCHOOL","2017","409","70","15","3"
"500402060006","EAST RAMAPO EARLY CHILDHOOD CENTER AT KAKIAT","2017","0","0","0","0"
"500402060010","SUMMIT PARK ELEMENTARY SCHOOL","2017","328","64","15","3"
"500402060013","CHESTNUT RIDGE MIDDLE SCHOOL","2017","420","73","28","5"
"500402060014","SPRING VALLEY HIGH SCHOOL","2017","860","68","49","4"
"500402060015","POMONA MIDDLE SCHOOL","2017","331","72","19","4"
"500402060016","ELMWOOD ELEMENTARY SCHOOL","2017","378","79","19","4"
"500402060018","RAMAPO HIGH SCHOOL","2017","856","65","49","4"
"500402060019","LIME KILN ELEMENTARY SCHOOL","2017","371","82","14","3"
"500402060023","ELDORADO ELEMENTARY SCHOOL","2017","382","79","15","3"
"510101040000","BRASHER FALLS CENTRAL SCHOOL DISTRICT","2017","471","49","90","9"
"510101040001","ST LAWRENCE MIDDLE SCHOOL","2017","141","48","24","8"
"510101040002","SAINT LAWRENCE ELEMENTARY SCHOOL","2017","182","54","34","10"
"510101040003","SAINT LAWRENCE HIGH SCHOOL","2017","148","43","32","9"
"510201060000","CANTON CENTRAL SCHOOL DISTRICT","2017","328","27","50","4"
"510201060001","F S BANFORD ELEMENTARY SCHOOL","2017","138","31","20","5"
"510201060003","H C WILLIAMS SENIOR HIGH SCHOOL","2017","84","21","11","3"
"510201060004","J M MCKENNEY MIDDLE SCHOOL","2017","106","28","19","5"
"510401040000","CLIFTON-FINE CENTRAL SCHOOL DISTRICT","2017","173","62","23","8"
"510401040001","CLIFTON-FINE JUNIOR-SENIOR HIGH SCHOOL","2017","69","55","11","9"
"510401040002","CLIFTON-FINE ELEMENTARY SCHOOL","2017","104","68","12","8"
"510501040000","COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT","2017","83","28","37","12"
"510501040001","COLTON-PIERREPONT CENTRAL SCHOOL","2017","83","28","37","12"
"511101060000","GOUVERNEUR CENTRAL SCHOOL DISTRICT","2017","782","53","93","6"
"511101060005","GOUVERNEUR JUNIOR-SENIOR HIGH SCHOOL","2017","442","49","56","6"
"511101060006","EAST SIDE ELEMENTARY SCHOOL","2017","210","61","20","6"
"511101060007","WEST SIDE ELEMENTARY SCHOOL","2017","130","59","17","8"
"511201040000","HAMMOND CENTRAL SCHOOL DISTRICT","2017","119","44","11","4"
"511201040001","HAMMOND CENTRAL SCHOOL","2017","119","44","11","4"
"511301040000","HERMON-DEKALB CENTRAL SCHOOL DISTRICT","2017","213","56","33","9"
"511301040002","HERMON-DEKALB CENTRAL SCHOOL","2017","213","56","33","9"
"511602040000","LISBON CENTRAL SCHOOL DISTRICT","2017","194","35","39","7"
"511602040002","LISBON CENTRAL SCHOOL","2017","194","35","39","7"
"511901040000","MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT","2017","215","34","61","10"
"511901040001","MADRID-WADDINGTON JUNIOR-SENIOR HIGH SCHOOL","2017","104","29","30","8"
"511901040004","MADRID-WADDINGTON ELEMENTARY SCHOOL","2017","111","41","31","11"
"512001060000","MASSENA CENTRAL SCHOOL DISTRICT","2017","1382","54","136","5"
"512001060001","JEFFERSON ELEMENTARY SCHOOL","2017","269","62","22","5"
"512001060004","MADISON ELEMENTARY SCHOOL","2017","288","68","12","3"
"512001060005","NIGHTENGALE ELEMENTARY SCHOOL","2017","203","48","28","7"
"512001060008","MASSENA SENIOR HIGH SCHOOL","2017","402","47","51","6"
"512001060009","J WILLIAM LEARY JUNIOR HIGH SCHOOL","2017","220","50","23","5"
"512101040000","MORRISTOWN CENTRAL SCHOOL DISTRICT","2017","163","51","33","10"
"512101040001","MORRISTOWN CENTRAL SCHOOL","2017","163","51","33","10"
"512201040000","NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT","2017","475","49","44","5"
"512201040001","NORWOOD-NORFOLK SCHOOL","2017","120","43","12","4"
"512201040002","NORWOOD-NORFOLK ELEMENTARY SCHOOL","2017","203","52","20","5"
"512201040003","NORWOOD-NORFOLK MIDDLE SCHOOL","2017","152","51","12","4"
"512300010000","OGDENSBURG CITY SCHOOL DISTRICT","2017","832","53","113","7"
"512300010002","JOHN F KENNEDY SCHOOL","2017","333","53","30","5"
"512300010004","MADILL SCHOOL","2017","197","69","18","6"
"512300010009","OGDENSBURG FREE ACADEMY","2017","302","47","65","10"
"512404040000","HEUVELTON CENTRAL SCHOOL DISTRICT","2017","219","46","23","5"
"512404040001","HEUVELTON CENTRAL SCHOOL","2017","219","46","23","5"
"512501040000","PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT","2017","150","35","34","8"
"512501040002","PARISHVILLE-HOPKINTON ELEMENTARY SCHOOL","2017","77","39","21","11"
"512501040004","PARISHVILLE-HOPKINTON JUNIOR-SENIOR HIGH SCHOOL","2017","73","32","13","6"
"512902060000","POTSDAM CENTRAL SCHOOL DISTRICT","2017","430","34","51","4"
"512902060002","LAWRENCE AVENUE ELEMENTARY SCHOOL","2017","202","40","27","5"
"512902060003","POTSDAM SENIOR HIGH SCHOOL","2017","91","25","10","3"
"512902060004","A A KINGSTON MIDDLE SCHOOL","2017","137","34","14","4"
"513102040000","EDWARDS-KNOX CENTRAL SCHOOL DISTRICT","2017","293","56","45","9"
"513102040001","EDWARDS-KNOX ELEMENTARY SCHOOL","2017","170","60","24","8"
"513102040002","EDWARDS-KNOX JUNIOR-SENIOR HIGH SCHOOL","2017","123","51","21","9"
"520101060000","BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT","2017","295","10","96","3"
"520101060001","FRANCIS L STEVENS ELEMENTARY SCHOOL","2017","58","14","17","4"
"520101060002","CHARLTON HEIGHTS ELEMENTARY SCHOOL","2017","31","7","5","1"
"520101060004","PASHLEY ELEMENTARY SCHOOL","2017","60","14","19","4"
"520101060005","RICHARD H O'ROURKE MIDDLE SCHOOL","2017","70","10","35","5"
"520101060006","BURNT HILLS-BALLSTON LAKE SENIOR HIGH SCHOOL","2017","76","7","20","2"
"520302060000","SHENENDEHOWA CENTRAL SCHOOL DISTRICT","2017","1022","10","118","1"
"520302060001","SHENENDEHOWA HIGH SCHOOL","2017","316","10","36","1"
"520302060002","SKANO ELEMENTARY SCHOOL","2017","48","9","6","1"
"520302060003","ARONGEN ELEMENTARY SCHOOL","2017","102","16","7","1"
"520302060004","OKTE ELEMENTARY SCHOOL","2017","66","13","4","1"
"520302060005","TESAGO ELEMENTARY SCHOOL","2017","21","5","6","2"
"520302060006","ORENDA ELEMENTARY SCHOOL","2017","74","13","2","0"
"520302060007","KARIGON ELEMENTARY SCHOOL","2017","16","4","4","1"
"520302060008","KODA MIDDLE SCHOOL","2017","106","13","12","1"
"520302060009","GOWANA MIDDLE SCHOOL","2017","68","8","9","1"
"520302060010","CHANGO ELEMENTARY SCHOOL","2017","44","9","8","2"
"520302060011","ACADIA MIDDLE SCHOOL","2017","71","9","10","1"
"520302060013","SHATEKON ELEMENTARY SCHOOL","2017","90","16","14","2"
"520401040000","CORINTH CENTRAL SCHOOL DISTRICT","2017","524","44","66","6"
"520401040007","CORINTH HIGH SCHOOL","2017","153","41","23","6"
"520401040008","CORINTH MIDDLE SCHOOL","2017","100","41","14","6"
"520401040009","CORINTH ELEMENTARY SCHOOL","2017","271","46","29","5"
"520601080000","EDINBURG COMMON SCHOOL DISTRICT","2017","27","40","5","7"
"520601080001","EDINBURG COMMON SCHOOL","2017","27","40","5","7"
"520701040000","GALWAY CENTRAL SCHOOL DISTRICT","2017","229","28","21","3"
"520701040001","JOSEPH HENRY ELEMENTARY SCHOOL","2017","129","31","10","2"
"520701040002","GALWAY JUNIOR/SENIOR HIGH SCHOOL","2017","100","25","11","3"
"521200050000","MECHANICVILLE CITY SCHOOL DISTRICT","2017","476","36","52","4"
"521200050001","MECHANICVILLE ELEMENTARY SCHOOL","2017","247","36","27","4"
"521200050003","MECHANICVILLE JUNIOR/SENIOR HIGH SCHOOL","2017","229","35","25","4"
"521301060000","BALLSTON SPA CENTRAL SCHOOL DISTRICT","2017","1120","27","188","5"
"521301060001","BALLSTON SPA SENIOR HIGH SCHOOL","2017","303","24","65","5"
"521301060002","MALTA AVENUE ELEMENTARY SCHOOL","2017","68","19","7","2"
"521301060003","GORDON CREEK ELEMENTARY SCHOOL","2017","120","23","27","5"
"521301060005","BALLSTON SPA MIDDLE SCHOOL","2017","276","29","43","5"
"521301060006","WOOD ROAD ELEMENTARY SCHOOL","2017","216","37","31","5"
"521301060008","MILTON TERRACE NORTH ELEMENTARY SCHOOL","2017","137","30","15","3"
"521401040000","SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT","2017","879","28","120","4"
"521401040002","OLIVER W WINCH MIDDLE SCHOOL","2017","194","28","31","4"
"521401040003","HARRISON AVENUE ELEMENTARY SCHOOL","2017","144","44","18","6"
"521401040007","SOUTH GLENS FALLS SENIOR HIGH SCHOOL","2017","237","25","25","3"
"521401040008","MOREAU ELEMENTARY SCHOOL","2017","84","32","11","4"
"521401040009","BALLARD ELEMENTARY SCHOOL","2017","91","23","17","4"
"521401040010","TANGLEWOOD ELEMENTARY SCHOOL","2017","129","27","18","4"
"521701040000","SCHUYLERVILLE CENTRAL SCHOOL DISTRICT","2017","366","23","65","4"
"521701040002","SCHUYLERVILLE HIGH SCHOOL","2017","114","21","30","5"
"521701040003","SCHUYLERVILLE ELEMENTARY SCHOOL","2017","178","26","21","3"
"521701040005","SCHUYLERVILLE MIDDLE SCHOOL","2017","74","20","14","4"
"521800010000","SARATOGA SPRINGS CITY SCHOOL DISTRICT","2017","1142","18","156","2"
"521800010006","DOROTHY NOLAN ELEMENTARY SCHOOL","2017","136","18","27","4"
"521800010007","GREENFIELD ELEMENTARY SCHOOL","2017","121","32","13","3"
"521800010008","CAROLINE STREET ELEMENTARY SCHOOL","2017","69","18","5","1"
"521800010009","DIVISION STREET ELEMENTARY SCHOOL","2017","75","17","10","2"
"521800010010","SARATOGA SPRINGS HIGH SCHOOL","2017","370","17","48","2"
"521800010012","LAKE AVENUE ELEMENTARY SCHOOL","2017","52","13","3","1"
"521800010014","GEYSER ROAD ELEMENTARY SCHOOL","2017","93","23","13","3"
"521800010015","MAPLE AVENUE MIDDLE SCHOOL","2017","226","15","37","3"
"522001040000","STILLWATER CENTRAL SCHOOL DISTRICT","2017","271","25","33","3"
"522001040002","STILLWATER ELEMENTARY SCHOOL","2017","125","28","17","4"
"522001040003","STILLWATER MIDDLE SCHOOL HIGH SCHOOL","2017","146","23","16","3"
"522101030000","WATERFORD-HALFMOON UNION FREE SCHOOL DISTRICT","2017","295","38","39","5"
"522101030004","WATERFORD-HALFMOON JUNIOR-SENIOR HIGH SCHOOL","2017","132","36","11","3"
"522101030005","WATERFORD-HALFMOON ELEMENTARY SCHOOL","2017","163","39","28","7"
"530101040000","DUANESBURG CENTRAL SCHOOL DISTRICT","2017","161","23","18","3"
"530101040001","DUANESBURG HIGH SCHOOL","2017","81","22","12","3"
"530101040002","DUANESBURG ELEMENTARY SCHOOL","2017","80","23","6","2"
"530202060000","SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT","2017","539","22","123","5"
"530202060001","GLEN-WORDEN ELEMENTARY SCHOOL","2017","44","19","8","3"
"530202060002","GLENDAAL SCHOOL","2017","17","8","3","1"
"530202060003","LINCOLN SCHOOL","2017","70","28","15","6"
"530202060005","SACANDAGA SCHOOL","2017","88","27","22","7"
"530202060006","SCOTIA-GLENVILLE SENIOR HIGH SCHOOL","2017","174","22","36","5"
"530202060007","SCOTIA-GLENVILLE MIDDLE SCHOOL","2017","146","24","39","6"
"530301060000","NISKAYUNA CENTRAL SCHOOL DISTRICT","2017","410","10","67","2"
"530301060001","BIRCHWOOD ELEMENTARY SCHOOL","2017","28","9","0","0"
"530301060002","CRAIG ELEMENTARY SCHOOL","2017","36","9","4","1"
"530301060003","GLENCLIFF SCHOOL","2017","36","10","9","3"
"530301060004","HILLSIDE SCHOOL","2017","42","11","7","2"
"530301060005","ROSENDALE SCHOOL","2017","23","7","3","1"
"530301060006","VAN ANTWERP MIDDLE SCHOOL","2017","38","9","8","2"
"530301060007","NISKAYUNA HIGH SCHOOL","2017","153","11","25","2"
"530301060008","IROQUOIS MIDDLE SCHOOL","2017","54","10","11","2"
"530501060000","SCHALMONT CENTRAL SCHOOL DISTRICT","2017","421","23","56","3"
"530501060003","JEFFERSON ELEMENTARY SCHOOL","2017","149","25","20","3"
"530501060004","SCHALMONT MIDDLE SCHOOL","2017","134","23","19","3"
"530501060006","SCHALMONT HIGH SCHOOL","2017","138","22","17","3"
"530515060000","ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT","2017","881","32","176","6"
"530515060001","HERMAN L BRADT ELEMENTARY SCHOOL","2017","214","34","24","4"
"530515060003","DRAPER MIDDLE SCHOOL","2017","201","32","46","7"
"530515060004","MOHONASEN SENIOR HIGH SCHOOL","2017","247","28","58","7"
"530515060005","PINEWOOD ELEMENTARY SCHOOL","2017","219","35","48","8"
"530600010000","SCHENECTADY CITY SCHOOL DISTRICT","2017","7405","80","357","4"
"530600010008","MARTIN LUTHER KING SCHOOL","2017","477","89","10","2"
"530600010009","HAMILTON ELEMENTARY SCHOOL","2017","376","86","8","2"
"530600010010","HOWE EARLY CHILDHOOD EDUCATIONAL CENTER","2017","246","69","7","2"
"530600010011","LINCOLN SCHOOL","2017","305","85","16","4"
"530600010013","PAIGE SCHOOL","2017","352","70","29","6"
"530600010014","PLEASANT VALLEY SCHOOL","2017","361","88","6","1"
"530600010017","YATES SCHOOL","2017","343","87","8","2"
"530600010018","JESSIE T ZOLLER SCHOOL","2017","277","66","12","3"
"530600010024","MONT PLEASANT MIDDLE SCHOOL","2017","610","87","20","3"
"530600010025","SCHENECTADY HIGH SCHOOL","2017","2075","79","120","5"
"530600010026","VAN CORLAER SCHOOL","2017","330","81","14","3"
"530600010029","WOODLAWN SCHOOL","2017","281","74","12","3"
"530600010030","WILLIAM C KEANE ELEMENTARY SCHOOL","2017","251","79","22","7"
"530600010034","CENTRAL PARK INTERNATIONAL MAGNET SCHOOL","2017","577","78","50","7"
"530600010035","ONEIDA MIDDLE SCHOOL","2017","544","82","23","3"
"540801040000","GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT","2017","113","41","31","11"
"540801040001","GILBOA-CONESVILLE CENTRAL SCHOOL","2017","113","41","31","11"
"540901040000","JEFFERSON CENTRAL SCHOOL DISTRICT","2017","93","39","39","17"
"540901040001","JEFFERSON CENTRAL SCHOOL","2017","93","39","39","17"
"541001040000","MIDDLEBURGH CENTRAL SCHOOL DISTRICT","2017","318","42","81","11"
"541001040001","MIDDLEBURGH JUNIOR/SENIOR HIGH SCHOOL","2017","140","36","42","11"
"541001040002","MIDDLEBURGH ELEMENTARY SCHOOL","2017","178","49","39","11"
"541102060000","COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT","2017","730","43","103","6"
"541102060001","GEORGE D RYDER ELEMENTARY SCHOOL","2017","160","44","26","7"
"541102060002","COBLESKILL-RICHMONDVILLE HIGH SCHOOL","2017","206","37","31","6"
"541102060004","WILLIAM H GOLDING MIDDLE SCHOOL","2017","189","46","23","6"
"541102060005","JOSEPH B RADEZ ELEMENTARY SCHOOL","2017","175","49","23","6"
"541201040000","SCHOHARIE CENTRAL SCHOOL DISTRICT","2017","347","40","66","8"
"541201040002","SCHOHARIE ELEMENTARY SCHOOL","2017","207","43","35","7"
"541201040003","SCHOHARIE HIGH SCHOOL","2017","140","36","31","8"
"541401040000","SHARON SPRINGS CENTRAL SCHOOL DISTRICT","2017","133","51","23","9"
"541401040001","SHARON SPRINGS CENTRAL SCHOOL","2017","133","51","23","9"
"550101040000","ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT","2017","321","43","60","8"
"550101040001","B C CATE ELEMENTARY SCHOOL","2017","90","49","12","7"
"550101040002","HOWARD A HANLON ELEMENTARY SCHOOL","2017","94","44","21","10"
"550101040003","ODESSA-MONTOUR JUNIOR/SENIOR HIGH SCHOOL","2017","137","40","27","8"
"550301060000","WATKINS GLEN CENTRAL SCHOOL DISTRICT","2017","454","44","52","5"
"550301060002","WATKINS GLEN ELEMENTARY SCHOOL","2017","261","50","27","5"
"550301060004","WATKINS GLEN CENTRAL HIGH SCHOOL","2017","193","38","25","5"
"560501040000","SOUTH SENECA CENTRAL SCHOOL DISTRICT","2017","326","49","46","7"
"560501040003","SOUTH SENECA ELEMENTARY SCHOOL","2017","138","49","17","6"
"560501040004","SOUTH SENECA MIDDLE/HIGH SCHOOL","2017","188","48","29","7"
"560603040000","ROMULUS CENTRAL SCHOOL DISTRICT","2017","215","54","29","7"
"560603040001","ROMULUS CENTRAL SCHOOL","2017","215","54","29","7"
"560701060000","SENECA FALLS CENTRAL SCHOOL DISTRICT","2017","552","44","66","5"
"560701060001","FRANK M KNIGHT ELEMENTARY SCHOOL","2017","140","48","14","5"
"560701060003","MYNDERSE ACADEMY","2017","137","36","26","7"
"560701060004","ELIZABETH CADY STANTON ELEMENTARY SCHOOL","2017","144","49","13","4"
"560701060005","SENECA FALLS MIDDLE SCHOOL","2017","131","44","13","4"
"561006060000","WATERLOO CENTRAL SCHOOL DISTRICT","2017","762","48","118","7"
"561006060001","WATERLOO HIGH SCHOOL","2017","209","40","43","8"
"561006060002","LA FAYETTE SCHOOL","2017","181","52","24","7"
"561006060003","WATERLOO MIDDLE SCHOOL","2017","183","51","22","6"
"561006060004","SKOI-YASE SCHOOL","2017","189","51","29","8"
"570101040000","ADDISON CENTRAL SCHOOL DISTRICT","2017","543","51","73","7"
"570101040001","TUSCARORA ELEMENTARY SCHOOL","2017","256","52","37","8"
"570101040002","ADDISON HIGH SCHOOL","2017","287","50","36","6"
"570101040003","VALLEY ELEMENTARY SCHOOL","2017","0","0","0","0"
"570201040000","AVOCA CENTRAL SCHOOL DISTRICT","2017","189","44","38","9"
"570201040002","AVOCA CENTRAL SCHOOL","2017","189","44","38","9"
"570302060000","BATH CENTRAL SCHOOL DISTRICT","2017","771","51","112","7"
"570302060001","VERNON E WIGHTMAN PRIMARY SCHOOL","2017","288","60","32","7"
"570302060003","HAVERLING SENIOR HIGH SCHOOL","2017","198","44","25","5"
"570302060004","DANA L LYON MIDDLE SCHOOL","2017","285","50","55","10"
"570401040000","BRADFORD CENTRAL SCHOOL DISTRICT","2017","124","47","45","17"
"570401040001","BRADFORD CENTRAL SCHOOL","2017","124","47","45","17"
"570603040000","CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT","2017","385","49","57","7"
"570603040001","CAMPBELL-SAVONA ELEMENTARY SCHOOL","2017","208","50","27","6"
"570603040002","CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL","2017","177","47","30","8"
"571000010000","CORNING CITY SCHOOL DISTRICT","2017","1545","33","378","8"
"571000010003","CALVIN U SMITH ELEMENTARY SCHOOL","2017","109","36","35","11"
"571000010005","ERWIN VALLEY ELEMENTARY SCHOOL","2017","102","23","15","3"
"571000010007","FREDERICK CARDER ELEMENTARY SCHOOL","2017","126","28","31","7"
"571000010008","HUGH W GREGG ELEMENTARY SCHOOL","2017","73","34","24","11"
"571000010012","WILLIAM E SEVERN ELEMENTARY SCHOOL","2017","199","45","42","10"
