"ENTITY_CD","ENTITY_NAME","YEAR","NUM_FREE_LUNCH","PER_FREE_LUNCH","NUM_REDUCED_LUNCH","PER_REDUCED_LUNCH"
"342400010016","PS 16 NANCY DEBENEDITTIS SCHOOL (THE)","2016","1173","69","12","1"
"342400010019","PS 19 MARINO JEANTET","2016","1432","72","15","1"
"342400010028","PS 28 THOMAS EMANUEL EARLY CHILDHOOD CENTER","2016","339","64","4","1"
"342400010049","PS 49 DOROTHY BONAWIT KOLE","2016","429","39","83","8"
"342400010058","PS 58 SCHOOL OF HEROES","2016","612","63","121","12"
"342400010061","IS 61 LEONARDO DA VINCI","2016","1914","89","118","6"
"342400010068","PS 68 CAMBRIDGE","2016","399","56","15","2"
"342400010071","PS 71 FOREST","2016","578","70","63","8"
"342400010073","IS 73 FRANK SANSIVIERI INTERMEDIATE SCHOOL  (THE)","2016","1008","51","70","4"
"342400010077","IS 77","2016","817","80","62","6"
"342400010081","PS 81 JEAN PAUL RICHTER","2016","603","74","12","1"
"342400010087","PS/IS 87 MIDDLE VILLAGE","2016","281","53","55","10"
"342400010088","PS 88 SENECA","2016","650","63","97","9"
"342400010089","PS 89 ELMHURST","2016","1182","58","9","0"
"342400010091","PS 91 RICHARD ARKWRIGHT","2016","450","60","96","13"
"342400010093","IS 93 RIDGEWOOD","2016","991","86","76","7"
"342400010102","PS 102 BAYVIEW","2016","973","75","146","11"
"342400010110","PS 110","2016","366","94","16","4"
"342400010113","PS/IS 113 ANTHONY J PRANZO","2016","440","46","163","17"
"342400010119","IS 119 GLENDALE (THE)","2016","623","52","145","12"
"342400010125","IS 125 THOMAS J MCCANN WOODSIDE","2016","774","52","34","2"
"342400010128","PS 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY","2016","237","25","91","10"
"342400010143","PS 143 LOUIS ARMSTRONG","2016","1589","90","42","2"
"342400010153","PS 153 MASPETH ELEMENTARY","2016","777","59","142","11"
"342400010199","PS 199 MAURICE A FITZGERALD","2016","539","53","7","1"
"342400010211","ELM TREE ELEMENTARY SCHOOL","2016","205","90","14","6"
"342400010229","PS 229 EMANUEL KAPLAN","2016","818","58","153","11"
"342400010239","PS 239","2016","520","90","33","6"
"342400010290","ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS","2016","278","56","59","12"
"342400010305","LEARNERS AND LEADERS","2016","342","77","40","9"
"342400010307","PIONEER ACADEMY","2016","938","94","37","4"
"342400010311","CORONA ARTS AND SCIENCES ACADEMY","2016","278","91","17","6"
"342400010330","PS 330","2016","600","92","25","4"
"342400010343","CHILDREN'S LAB SCHOOL (THE)","2016","123","71","16","9"
"342400010877","51ST AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE)","2016","406","83","37","8"
"342400011236","INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES","2016","181","81","27","12"
"342400011264","ACADEMY OF FINANCE AND ENTERPRISE","2016","340","66","75","15"
"342400011267","HIGH SCHOOL OF APPLIED COMMUNICATIONS","2016","244","60","59","14"
"342400011293","CIVIC LEADERSHIP ACADEMY","2016","308","66","26","6"
"342400011296","PAN AMERICAN INTERNATIONAL HIGH SCHOOL","2016","347","97","3","1"
"342400011299","BARD HIGH SCHOOL EARLY COLLEGE QUEENS","2016","195","33","56","9"
"342400011455","NEWTOWN HIGH SCHOOL","2016","1276","66","117","6"
"342400011485","GROVER CLEVELAND HIGH SCHOOL","2016","1081","63","121","7"
"342400011520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE","2016","270","53","10","2"
"342400011530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE","2016","261","51","8","2"
"342400011550","HIGH SCHOOL FOR ARTS AND BUSINESS","2016","435","53","23","3"
"342400011560","ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHNOLOGY","2016","430","69","72","12"
"342400011585","MASPETH HIGH SCHOOL","2016","511","51","167","17"
"342400011600","QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL","2016","1175","74","125","8"
"342400011610","AVIATION CAREER AND TECHNICAL HIGH SCHOOL","2016","975","45","68","3"
"342400011744","VOYAGES PREPARATORY","2016","144","66","15","7"
"342400861025","CENTRAL QUEENS ACADEMY CHARTER SCHOOL","2016","307","76","33","8"
"342400861048","MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL","2016","143","39","46","12"
"342500010000","NEW YORK CITY GEOGRAPHIC DISTRICT #25","2016","20664","59","3473","10"
"342500010020","PS 20 JOHN BOWNE","2016","1097","86","100","8"
"342500010021","PS 21 EDWARD HART","2016","846","67","126","10"
"342500010022","PS 22 THOMAS JEFFERSON","2016","637","78","83","10"
"342500010024","PS 24 ANDREW JACKSON","2016","464","45","21","2"
"342500010025","IS 25 ADRIEN BLOCK","2016","415","48","94","11"
"342500010029","PS 29","2016","562","77","85","12"
"342500010032","PS 32 STATE STREET","2016","482","52","87","9"
"342500010079","PS 79 FRANCIS LEWIS","2016","398","39","133","13"
"342500010107","PS 107 THOMAS A DOOLEY","2016","554","61","122","13"
"342500010120","PS 120","2016","491","50","8","1"
"342500010129","PS 129 PATRICIA LARKIN","2016","694","64","145","13"
"342500010130","PS 130","2016","92","29","37","12"
"342500010154","PS 154","2016","483","69","91","13"
"342500010163","PS 163 FLUSHING HEIGHTS","2016","426","69","70","11"
"342500010164","PS 164 QUEENS VALLEY","2016","415","66","64","10"
"342500010165","PS 165 EDITH K BERGTRAUM","2016","426","61","73","10"
"342500010169","PS 169 BAY TERRACE","2016","102","26","30","8"
"342500010184","PS 184 FLUSHING MANOR","2016","163","34","57","12"
"342500010185","JHS 185 EDWARD BLEEKER","2016","958","62","207","13"
"342500010189","JHS 189 DANIEL CARTER BEARD","2016","371","53","18","3"
"342500010193","PS 193 ALFRED J KENNEDY","2016","139","29","49","10"
"342500010194","JHS 194 WILLIAM CARR","2016","496","45","120","11"
"342500010200","PS/MS 200 POMONOK SCHOOL AND STAR ACADEMY (THE)","2016","227","52","88","20"
"342500010201","PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE)","2016","285","65","6","1"
"342500010209","PS 209 CLEARVIEW GARDENS","2016","147","26","60","11"
"342500010214","PS 214 CADWALLADER COLDEN","2016","372","70","51","10"
"342500010219","PS 219 PAUL KLAPPER","2016","393","62","74","12"
"342500010237","IS 237","2016","917","74","150","12"
"342500010242","PS 242 LEONARD P STAVISKY EARLY CHILDHOOD SCHOOL","2016","223","62","35","10"
"342500010244","ACTIVE LEARNING ELEMENTARY SCHOOL (THE)","2016","282","68","49","12"
"342500010250","IS 250 ROBERT F KENNEDY COMMUNITY MIDDLE SCHOOL (THE)","2016","256","68","27","7"
"342500010294","BELL ACADEMY","2016","132","36","53","14"
"342500011240","VERITAS ACADEMY","2016","259","63","47","11"
"342500011241","QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES","2016","231","79","27","9"
"342500011252","QUEENS SCHOOL OF INQUIRY (THE)","2016","255","46","75","14"
"342500011263","FLUSHING INTERNATIONAL HIGH SCHOOL","2016","363","84","36","8"
"342500011281","EAST-WEST SCHOOL OF INTERNATIONAL STUDIES","2016","463","68","99","15"
"342500011285","WORLD JOURNALISM PREPARATORY:  A COLLEGE BOARD SCHOOL","2016","213","36","66","11"
"342500011425","JOHN BOWNE HIGH SCHOOL","2016","2338","66","259","7"
"342500011460","FLUSHING HIGH SCHOOL","2016","1166","62","91","5"
"342500011499","QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE & TECHNOLOGY","2016","187","40","54","12"
"342500011525","TOWNSEND HARRIS HIGH SCHOOL","2016","439","39","183","16"
"342500011540","QUEENS ACADEMY HIGH SCHOOL","2016","208","58","22","6"
"342500011670","ROBERT F KENNEDY COMMUNITY HIGH SCHOOL","2016","484","66","82","11"
"342500011792","NORTH QUEENS COMMUNITY HIGH SCHOOL","2016","113","61","19","10"
"342600010000","NEW YORK CITY GEOGRAPHIC DISTRICT #26","2016","14424","46","3566","11"
"342600010018","PS 18 WINCHESTER","2016","266","42","109","17"
"342600010026","PS 26 RUFUS KING","2016","305","47","59","9"
"342600010031","PS 31 BAYSIDE","2016","246","48","49","10"
"342600010041","PS 41 CROCHERON","2016","152","29","54","10"
"342600010046","PS 46 ALLEY POND","2016","235","39","56","9"
"342600010067","JHS 67 LOUIS PASTEUR","2016","272","30","111","12"
"342600010074","JHS 74 NATHANIEL HAWTHORNE","2016","384","34","135","12"
"342600010094","PS 94 DAVID D PORTER","2016","120","33","41","11"
"342600010098","PS 98 DOUGLASTON SCHOOL (THE)","2016","35","17","11","5"
"342600010115","PS 115 GLEN OAKS","2016","215","33","57","9"
"342600010133","PS 133","2016","206","47","52","12"
"342600010158","MS 158 MARIE CURIE","2016","445","42","141","13"
"342600010159","PS 159","2016","233","38","84","14"
"342600010162","PS 162 JOHN GOLDEN","2016","314","45","108","16"
"342600010172","IRWIN ALTMAN MIDDLE SCHOOL 172","2016","453","46","146","15"
"342600010173","PS 173 FRESH MEADOW","2016","431","47","101","11"
"342600010178","PS/IS 178 HOLLISWOOD","2016","161","30","51","10"
"342600010186","PS 186 CASTLEWOOD","2016","81","23","33","9"
"342600010188","PS 188 KINGSBURY","2016","114","16","50","7"
"342600010191","PS 191 MAYFLOWER","2016","172","49","34","10"
"342600010203","PS 203 OAKLAND GARDENS","2016","258","30","88","10"
"342600010205","PS 205 ALEXANDER GRAHAM BELL","2016","62","22","16","6"
"342600010213","PS 213 CARL ULLMAN SCHOOL (THE)","2016","149","39","55","14"
"342600010216","JHS 216 GEORGE J RYAN","2016","688","49","150","11"
"342600010221","PS 221 NORTH HILLS SCHOOL (THE)","2016","162","26","87","14"
"342600010266","PS/IS 266","2016","237","37","81","13"
"342600011315","BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL","2016","113","54","21","10"
"342600011415","BENJAMIN N CARDOZO HIGH SCHOOL","2016","1761","48","419","11"
"342600011430","FRANCIS LEWIS HIGH SCHOOL","2016","2603","61","529","12"
"342600011435","MARTIN VAN BUREN HIGH SCHOOL","2016","929","62","150","10"
"342600011495","BAYSIDE HIGH SCHOOL","2016","2112","64","332","10"
"342600011566","QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND SCIENCES","2016","510","45","156","14"
"342700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #27","2016","28857","68","3233","8"
"342700010042","PS/MS 42 R VERNAM","2016","583","89","13","2"
"342700010043","PS 43","2016","793","86","26","3"
"342700010045","PS 45 CLARENCE WITHERSPOON","2016","304","84","23","6"
"342700010047","PS 47 CHRIS GALAS","2016","53","26","16","8"
"342700010051","PS 51","2016","161","75","21","10"
"342700010053","MS 53 BRIAN PICCOLO","2016","227","70","3","1"
"342700010056","PS 56 HARRY EICHLER","2016","314","76","40","10"
"342700010060","PS 60 WOODHAVEN","2016","885","77","113","10"
"342700010062","PS 62 CHESTER PARK SCHOOL","2016","460","50","28","3"
"342700010063","PS 63 OLD SOUTH","2016","961","72","158","12"
"342700010064","PS 64 JOSEPH P ADDABBO","2016","423","64","15","2"
"342700010065","PS 65 RAYMOND YORK ELEMENTARY SCHOOL (THE)","2016","242","49","10","2"
"342700010066","PS 66 JACQUELINE KENNEDY-ONASSIS","2016","384","76","64","13"
"342700010090","PS 90 HORACE MANN","2016","635","78","95","12"
"342700010096","PS 96","2016","204","74","25","9"
"342700010097","PS 97 FOREST PARK","2016","538","77","73","10"
"342700010100","PS 100 GLEN MORRIS","2016","419","47","17","2"
"342700010104","PS 104 BAYS WATER (THE)","2016","448","70","4","1"
"342700010105","PS 105 BAY SCHOOL (THE)","2016","672","79","8","1"
"342700010106","PS 106","2016","188","89","5","2"
"342700010108","PS 108 CAPT VINCENT G FOWLER","2016","1028","73","151","11"
"342700010114","PS/MS 114 BELLE HARBOR","2016","108","17","34","5"
"342700010123","PS 123","2016","540","83","62","10"
"342700010124","PS 124 OSMOND A CHURCH","2016","575","45","19","1"
"342700010137","MS 137 AMERICA'S SCHOOL OF HEROES","2016","1417","75","221","12"
"342700010146","PS 146 HOWARD BEACH","2016","243","36","93","14"
"342700010155","PS 155","2016","420","83","58","11"
"342700010183","PS 183 DR RICHARD R GREEN","2016","493","85","10","2"
"342700010197","PS 197 OCEAN SCHOOL (THE)","2016","439","84","20","4"
"342700010202","JHS 202 ROBERT H GODDARD","2016","770","73","110","10"
"342700010207","PS 207 ROCKWOOD PARK","2016","188","28","79","12"
"342700010210","JHS 210 ELIZABETH BLACKWELL","2016","1409","76","151","8"
"342700010223","PS 223 LYNDON B JOHNSON","2016","478","83","43","7"
"342700010226","JHS 226 VIRGIL I GRISSON","2016","745","80","78","8"
"342700010232","PS 232 LINDENWOOD","2016","458","44","135","13"
"342700010253","PS 253","2016","488","90","19","4"
"342700010254","PS 254-OSA PARKS SCHOOL (THE)","2016","451","71","63","10"
"342700010273","PS 273","2016","297","91","16","5"
"342700010282","KNOWLEDGE AND POWER PREPARATORY ACADEMY VI","2016","191","73","21","8"
"342700010297","HAWTREE CREEK MIDDLE SCHOOL","2016","276","80","32","9"
"342700010306","NEW YORK CITY ACADEMY FOR DISCOVERY","2016","309","72","51","12"
"342700010314","EPIC HIGH SCHOOL-SOUTH","2016","99","57","6","3"
"342700010316","QUEENS EXPLORERS ELEMENTARY SCHOOL","2016","78","55","21","15"
"342700010317","WATERSIDE CHILDREN'S STUDIO SCHOOL","2016","317","72","31","7"
"342700010318","WATERSIDE SCHOOL FOR LEADERSHIP","2016","184","83","11","5"
"342700010319","VILLAGE ACADEMY","2016","211","67","5","2"
"342700010323","SCHOLARS' ACADEMY","2016","487","37","144","11"
"342700010333","GOLDIE MAPLE ACADEMY","2016","311","66","35","7"
"342700010362","WAVE PREPARATORY ELEMENTARY SCHOOL","2016","424","86","22","4"
"342700011260","FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL","2016","273","74","15","4"
"342700011261","VOYAGES PREP-SOUTH QUEENS","2016","142","67","9","4"
"342700011262","CHANNEL VIEW SCHOOL FOR RESEARCH","2016","483","66","79","11"
"342700011302","QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND TECHNOLOGY","2016","293","70","17","4"
"342700011308","ROBERT H GODDARD HIGH SCHOOL FOR COMM ARTS 7 & TECHNOLOGY","2016","390","64","66","11"
"342700011309","ACADEY OF MEDICAL TECHNOLOGY - A COLLEGE BOARD SCHOOL","2016","439","71","24","4"
"342700011324","ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY","2016","219","59","10","3"
"342700011334","EPIC HIGH SCHOOL NORTH","2016","108","61","19","11"
"342700011351","ROCKAWAY COLLEGIATE HIGH SCHOOL","2016","227","61","11","3"
"342700011400","AUGUST MARTIN HIGH SCHOOL","2016","323","67","29","6"
"342700011475","RICHMOND HILL HIGH SCHOOL","2016","1381","71","153","8"
"342700011480","JOHN ADAMS HIGH SCHOOL","2016","1695","72","176","7"
"342700011650","HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHITECTURE","2016","556","57","127","13"
"342700860869","PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL","2016","290","92","24","8"
"342700860990","CHALLENGE PREPARATORY CHARTER SCHOOL","2016","423","73","46","8"
"342700861054","NEW VISIONS CHTR HS-ADV MA/SCI IV","2016","86","69","19","15"
"342800010000","NEW YORK CITY GEOGRAPHIC DISTRICT #28","2016","23068","59","3193","8"
"342800010008","JHS 8 RICHARD S GROSSLEY","2016","283","78","22","6"
"342800010040","PS 40 SAMUEL HUNTINGTON","2016","463","90","20","4"
"342800010048","PS 48 WILLIAM WORDSWORTH","2016","430","80","24","4"
"342800010050","PS 50 TALFOURD LAWN ELEMENTARY SCHOOL","2016","623","85","51","7"
"342800010054","PS 54 HILLSIDE","2016","335","57","10","2"
"342800010055","PS 55 MAURE","2016","346","73","45","10"
"342800010072","CATHERINE AND COUNT BASIE MIDDLE SCHOOL 72","2016","448","75","39","6"
"342800010080","PS 80 THURGOOD MARSHALL MAGNET OF MULTIMEDIA","2016","347","68","53","10"
"342800010082","PS 82 HAMMOND","2016","391","61","5","1"
"342800010086","PS 86","2016","502","56","15","2"
"342800010099","PS 99 KEW GARDENS","2016","496","59","62","7"
"342800010101","PS 101 SCHOOL IN THE GARDENS","2016","87","14","19","3"
"342800010117","PS 117 J KELD/BRIARWOOD SCHOOL","2016","436","43","13","1"
"342800010121","PS 121","2016","635","69","97","11"
"342800010139","PS 139 REGO PARK","2016","460","55","95","11"
"342800010140","PS 140 EDWARD K ELLINGTON","2016","412","85","40","8"
"342800010144","PS 144 COL JEROMUS REMSEN","2016","136","17","41","5"
"342800010157","JHS 157 STEPHEN A HALSEY","2016","681","42","113","7"
"342800010160","PS 160 WALTER FRANCIS BISHOP","2016","536","84","53","8"
"342800010161","PS 161 ARTHUR ASHE SCHOOL","2016","536","80","64","9"
"342800010174","PS 174 WILLIAM SIDNEY MOUNT","2016","183","28","60","9"
"342800010175","PS 175 LYNN GROSS DISCOVERY SCHOOL (THE)","2016","351","49","68","9"
"342800010182","PS 182 SAMANTHA SMITH","2016","826","92","28","3"
"342800010190","JHS 190 RUSSELL SAGE","2016","411","39","81","8"
"342800010196","PS 196 GRAND CENTRAL PARKWAY","2016","147","17","47","5"
"342800010206","PS 206 HORACE HARDING SCHOOL (THE)","2016","412","71","70","12"
"342800010217","JHS 217 ROBERT A VAN WYCK","2016","820","52","23","1"
"342800010220","PS 220 EDWARD MANDEL","2016","418","64","58","9"
"342800010287","EMERSON SCHOOL (THE)","2016","214","66","19","6"
"342800010303","ACADEMY FOR EXCELLENCE THROUGH THE ARTS (THE)","2016","23","14","11","7"
"342800010312","JAMAICA CHILDREN'S SCHOOL","2016","61","88","4","6"
"342800010332","REDWOOD MIDDLE SCHOOL","2016","141","70","18","9"
"342800010349","QUEENS SCHOOL FOR LEADERSHIP (THE)","2016","54","72","4","5"
"342800010354","PS 354","2016","441","74","58","10"
"342800010358","MS 358","2016","93","72","9","7"
"342800011167","METROPOLITAN EXPEDITIONARY LEARNING SCHOOL","2016","432","52","91","11"
"342800011284","YORK EARLY COLLEGE ACADEMY","2016","388","63","94","15"
"342800011310","QUEENS COLLEGIATE - A COLLEGE BOARD SCHOOL","2016","466","72","85","13"
"342800011325","HILLSIDE ARTS AND LETTERS ACADEMY","2016","322","67","33","7"
"342800011328","HIGH SCHOOL FOR COMMUNITY LEADERSHIP","2016","331","74","43","10"
"342800011338","QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY","2016","89","71","13","10"
"342800011350","JAMAICA GATEWAY TO THE SCIENCES","2016","326","64","46","9"
"342800011440","FOREST HILLS HIGH SCHOOL","2016","2003","52","394","10"
"342800011505","HILLCREST HIGH SCHOOL","2016","2291","70","301","9"
"342800011620","THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL","2016","1390","65","268","13"
"342800011680","QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL","2016","376","52","97","13"
"342800011686","QUEENS METROPOLITAN HIGH SCHOOL","2016","510","48","118","11"
"342800011687","QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE","2016","218","50","65","15"
"342800011690","HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY","2016","389","66","46","8"
"342800011896","YOUNG WOMEN'S LEADERSHIP SCHOOL OF QUEENS","2016","359","65","60","11"
"342800860969","ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL","2016","136","55","39","16"
"342900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #29","2016","16630","65","2145","8"
"342900010015","PS 15 JACKIE ROBINSON","2016","269","64","50","12"
"342900010033","PS 33 EDWARD M FUNK","2016","664","63","147","14"
"342900010034","PS 34 JOHN HARVARD","2016","393","73","56","10"
"342900010035","PS 35 NATHANIEL WOODHULL","2016","464","75","49","8"
"342900010036","PS 36 ST ALBANS SCHOOL","2016","294","59","6","1"
"342900010037","CYNTHIA JENKINS SCHOOL","2016","372","74","21","4"
"342900010038","PS 38 ROSEDALE","2016","159","72","21","10"
"342900010052","PS 52","2016","322","66","3","1"
"342900010059","IS 59 SPRINGFIELD GARDENS","2016","325","60","27","5"
"342900010095","PS 95 EASTWOOD","2016","916","61","26","2"
"342900010109","JEAN NUZZI INTERMEDIATE SCHOOL","2016","599","62","121","13"
"342900010116","PS/IS 116 WILLIAM C HUGHLEY","2016","442","62","7","1"
"342900010118","PS 118 LORRAINE HANSBERRY","2016","278","56","11","2"
"342900010131","PS 131 ABIGAIL ADAMS","2016","603","73","82","10"
"342900010132","PS 132 RALPH BUNCHE","2016","261","75","31","9"
"342900010134","PS 134 HOLLIS","2016","262","66","29","7"
"342900010135","BELLAIRE SCHOOL (THE)","2016","404","44","24","3"
"342900010136","PS 136 ROY WILKINS","2016","475","81","61","10"
"342900010138","PS/MS 138 SUNRISE","2016","528","70","55","7"
"342900010147","PS/MS 147 RONALD MCNAIR","2016","374","61","65","11"
"342900010156","PS 156 LAURELTON","2016","189","68","22","8"
"342900010176","PS 176 CAMBRIA HEIGHTS","2016","446","65","62","9"
"342900010181","PS 181 BROOKFIELD","2016","235","65","22","6"
"342900010192","IS 192 LINDEN (THE)","2016","326","64","38","7"
"342900010195","PS 195 WILLIAM HABERLE","2016","402","72","72","13"
"342900010208","PS/IS 208","2016","292","40","99","14"
"342900010238","IS 238 SUSAN B ANTHONY ACADEMY","2016","1238","83","121","8"
"342900010251","PS 251","2016","184","62","35","12"
"342900010268","PS/IS 268","2016","439","75","39","7"
"342900010270","GORDON PARKS SCHOOL (THE)","2016","317","48","73","11"
"342900010289","QUEENS UNITED MIDDLE SCHOOL","2016","143","59","29","12"
"342900010295","PS/IS 295","2016","329","62","85","16"
"342900010355","COLLABORATIVE ARTS MIDDLE SCHOOL","2016","267","67","25","6"
"342900010356","COMMUNITY VOICES MIDDLE SCHOOL","2016","248","67","19","5"
"342900010360","PS 360","2016","39","65","5","8"
"342900011243","INSTITUTE FOR HEALTH PROFESSIONALS AT CAMBRIA HEIGHTS","2016","177","63","29","10"
"342900011248","QUEENS PREPARATORY ACADEMY","2016","301","66","43","9"
"342900011259","PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL","2016","359","62","70","12"
"342900011265","EXCELSIOR PREPARATORTY HIGH SCHOOL","2016","310","61","55","11"
"342900011272","GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES","2016","317","64","49","10"
"342900011283","PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL","2016","364","63","51","9"
"342900011313","BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE AND INFORMATION TECHNOLOGY","2016","147","71","27","13"
"342900011326","CAMBRIA HEIGHTS ACADEMY","2016","242","60","39","10"
"342900011327","EAGLE ACADEMY FOR YOUNG MEN III","2016","238","48","42","9"
"342900011492","MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS","2016","289","69","57","14"
"342900011494","LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL","2016","24","56","2","5"
"342900011496","BUSINESS/COMPUTER APPLICATIONS & ENTREPRENEURSHIP  HIGH SCHOOL","2016","21","75","1","4"
"342900011498","HUMANITIES AND ARTS MAGNET HIGH SCHOOL","2016","343","70","42","9"
"342900860821","MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL","2016","318","60","61","12"
"342900860974","RIVERTON STREET CHARTER SCHOOL","2016","562","67","154","18"
"342900861077","SUCCESS ACADEMY CS - ROSEDALE","2016","132","52","27","11"
"342900861078","SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD","2016","151","62","31","13"
"343000010000","NEW YORK CITY GEOGRAPHIC DISTRICT #30","2016","24333","64","2282","6"
"343000010002","PS 2 ALFRED ZIMBERG","2016","395","65","71","12"
"343000010010","IS 10 HORACE GREELEY","2016","452","56","23","3"
"343000010011","PS 11 KATHRYN PHELAN","2016","595","50","17","1"
"343000010017","PS 17 HENRY DAVID THOREAU","2016","329","62","9","2"
"343000010069","PS 69 JACKSON HEIGHTS","2016","451","44","18","2"
"343000010070","PS 70","2016","650","74","68","8"
"343000010076","PS 76 WILLIAM HALLETT","2016","344","70","5","1"
"343000010078","PS/IS 78","2016","113","21","20","4"
"343000010084","PS 84 STEINWAY","2016","136","46","4","1"
"343000010085","PS 85 JUDGE CHARLES VALLONE","2016","188","35","8","1"
"343000010092","PS 92 HARRY T STEWART SR","2016","571","68","4","0"
"343000010111","PS 111 JACOB BLACKWELL","2016","247","89","11","4"
"343000010112","PS 112 DUTCH KILLS","2016","309","69","4","1"
"343000010122","PS 122 MAMIE FAY","2016","611","45","119","9"
"343000010126","ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS","2016","474","82","48","8"
"343000010127","PS 127 AEROSPACE SCIENCE MAGNET","2016","1047","80","70","5"
"343000010141","IS 141 STEINWAY (THE)","2016","523","45","49","4"
"343000010145","IS 145 JOSEPH PULITZER","2016","1726","89","106","5"
"343000010148","PS 148","2016","568","59","11","1"
"343000010149","PS 149 CHRISTA MCAULIFFE","2016","809","68","23","2"
"343000010150","PS 150","2016","449","41","19","2"
"343000010151","PS 151 MARY D CARTER","2016","325","86","19","5"
"343000010152","PS 152 GWENDOLYN N ALLEYNE SCHOOL","2016","727","59","16","1"
"343000010166","PS 166 HENRY GRADSTEIN","2016","717","63","89","8"
"343000010171","PS 171 PETER G VAN ALST","2016","424","89","33","7"
"343000010204","IS 204 OLIVER W HOLMES","2016","434","88","44","9"
"343000010212","PS 212","2016","392","50","10","1"
"343000010222","PS 222-FIRE FIGHTER CHRISTOPHER A SANTORA SCHOOL","2016","177","71","16","6"
"343000010228","PS 228 EARLY CHILDHOOD MAGNET SCHOOL FOR THE ARTS","2016","248","83","25","8"
"343000010230","IS 230","2016","808","67","95","8"
"343000010234","PS 234","2016","439","78","41","7"
"343000010235","ACADEMY FOR NEW AMERICANS","2016","115","85","8","6"
"343000010280","PS 280","2016","640","91","42","6"
"343000010291","HUNTERS POINT COMMUNITY MIDDLE SCHOOL","2016","182","49","31","8"
"343000010300","30TH AVENUE SCHOOL (THE)","2016","52","22","9","4"
"343000010329","EAST ELMHURST COMMUNITY SCHOOL","2016","207","86","26","11"
"343000010361","WOODSIDE COMMUNITY SCHOOL (THE)","2016","50","71","6","9"
"343000011227","IS 227 LOUIS ARMSTRONG","2016","1036","66","141","9"
"343000011258","ENERGY TECH HIGH SCHOOL","2016","213","64","47","14"
"343000011286","YOUNG WOMENS LEADERSHIP SCHOOL","2016","413","74","64","11"
"343000011301","ACADEMY FOR CAREERS IN TELEVISION AND FILM","2016","279","51","69","13"
"343000011445","WILLIAM CULLEN BRYANT HIGH SCHOOL","2016","1666","68","190","8"
"343000011450","LONG ISLAND CITY HIGH SCHOOL","2016","1470","72","140","7"
"343000011501","FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL","2016","276","33","78","9"
"343000011502","INFORMATION TECHNOLOGY HIGH SCHOOL","2016","678","70","72","7"
"343000011555","NEWCOMERS HIGH SCHOOL","2016","721","83","88","10"
"343000011575","ACADEMY OF AMERICAN STUDIES","2016","509","57","128","14"
"343000011580","BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION","2016","148","30","48","10"
"343000860822","RENAISSANCE CHARTER SCHOOL (THE)","2016","308","57","80","15"
"343000860836","OUR WORLD NEIGHBORHOOD CHARTER SCHOOL","2016","404","57","94","13"
"343000860932","VOICE CHARTER SCHOOL OF NEW YORK","2016","407","65","73","12"
"343000860952","GROWING UP GREEN CHARTER SCHOOL","2016","321","45","48","7"
